caseid,statefip,famincome,age,sex,empstat,fullpart,act_work,act_social,act_sports,act_leisure
2.01409E+13,California,"$100,000 to $149,999",43,Male,Employed - at work,Full time,740,20,90,110
2.01409E+13,Oregon,"$25,000 to $29,999",56,Female,Employed - at work,Full time,467,395,0,395
2.01409E+13,Texas,"$100,000 to $149,999",58,Male,Employed - at work,Full time,0,355,90,445
2.01409E+13,Massachusetts,"$12,500 to $14,999",70,Male,Employed - at work,Part time,0,330,0,330
2.01409E+13,Ohio,"$20,000 to $24,999",51,Female,Employed - at work,Full time,0,480,0,480
2.01409E+13,Pennsylvania,"$100,000 to $149,999",59,Female,Employed - at work,Full time,15,551,0,551
2.01409E+13,Colorado,"$40,000 to $49,999",64,Female,Employed - at work,Full time,0,120,0,120
2.01409E+13,California,"$75,000 to $99,999",58,Female,Employed - at work,Full time,45,150,297,447
2.01409E+13,Michigan,"$100,000 to $149,999",54,Female,Employed - at work,Full time,447,408,0,408
2.01409E+13,Texas,"$75,000 to $99,999",63,Female,Employed - at work,Full time,0,265,60,325
2.01409E+13,Kentucky,"$40,000 to $49,999",70,Female,Employed - at work,Full time,465,45,0,45
2.01409E+13,Ohio,"$10,000 to $12,499",67,Female,Employed - at work,Part time,360,306,0,306
2.01409E+13,Georgia,"$100,000 to $149,999",70,Male,Employed - at work,Full time,700,195,0,195
2.01409E+13,Florida,"$20,000 to $24,999",57,Male,Employed - at work,Full time,525,265,20,285
2.01409E+13,Kentucky,"$60,000 to $74,999",51,Female,Employed - at work,Part time,355,370,0,370
2.01409E+13,Mississippi,"$50,000 to $59,999",52,Female,Employed - at work,Full time,0,630,0,630
2.01409E+13,Wisconsin,"$15,000 to $19,999",74,Male,Employed - at work,Part time,330,405,0,405
2.01409E+13,Georgia,"$60,000 to $74,999",52,Female,Employed - at work,Full time,0,392,0,392
2.01409E+13,Kentucky,"$60,000 to $74,999",71,Female,Employed - at work,Part time,237,435,0,435
2.01409E+13,Mississippi,"$20,000 to $24,999",54,Female,Employed - at work,Full time,0,520,0,520
2.01409E+13,Washington,"$100,000 to $149,999",64,Female,Employed - at work,Full time,565,150,0,150
2.01409E+13,Washington,"$100,000 to $149,999",65,Male,Employed - at work,Full time,0,430,0,430
2.01409E+13,Connecticut,"$35,000 to $39,999",60,Male,Employed - at work,Full time,465,280,0,280
2.01409E+13,Iowa,"$75,000 to $99,999",55,Female,Employed - at work,Part time,420,150,0,150
2.01409E+13,Kentucky,"$60,000 to $74,999",67,Female,Employed - at work,Part time,0,255,50,305
2.01409E+13,Texas,"$60,000 to $74,999",74,Female,Employed - at work,Part time,30,370,0,370
2.01409E+13,California,"$20,000 to $24,999",25,Male,Employed - at work,Part time,490,30,150,180
2.01409E+13,Pennsylvania,"$150,000 and over",57,Male,Employed - at work,Full time,15,480,0,480
2.01409E+13,Kansas,"$40,000 to $49,999",63,Female,Employed - at work,Full time,0,355,0,355
2.01409E+13,Texas,"$75,000 to $99,999",55,Male,Employed - at work,Full time,480,240,0,240
2.01409E+13,Indiana,"$50,000 to $59,999",54,Male,Employed - at work,Full time,0,210,0,210
2.01409E+13,North Carolina,"$60,000 to $74,999",60,Male,Employed - at work,Full time,0,180,0,180
2.01409E+13,Virginia,"$15,000 to $19,999",64,Male,Employed - at work,Part time,285,420,0,420
2.01409E+13,Texas,"$75,000 to $99,999",57,Female,Employed - at work,Full time,0,30,0,30
2.01409E+13,Nebraska,"$60,000 to $74,999",54,Female,Employed - at work,Full time,735,60,0,60
2.01409E+13,Washington,"$40,000 to $49,999",52,Female,Employed - at work,Full time,470,229,0,229
2.01409E+13,California,"$75,000 to $99,999",18,Female,Employed - at work,Full time,530,170,0,170
2.01409E+13,Minnesota,"$25,000 to $29,999",44,Female,Employed - at work,Full time,235,0,0,0
2.01409E+13,Michigan,"$150,000 and over",59,Male,Employed - at work,Full time,515,200,30,230
2.01409E+13,Texas,"$12,500 to $14,999",50,Female,Employed - at work,Full time,330,240,0,240
2.01409E+13,Missouri,"$40,000 to $49,999",59,Female,Employed - at work,Full time,555,145,0,145
2.01409E+13,Texas,"$60,000 to $74,999",58,Male,Employed - at work,Full time,8,0,0,0
2.01409E+13,Alabama,"$50,000 to $59,999",54,Female,Employed - at work,Full time,0,309,0,309
2.01409E+13,Texas,"$20,000 to $24,999",72,Female,Employed - at work,Part time,0,30,0,30
2.01409E+13,New Hampshire,"$75,000 to $99,999",60,Male,Employed - at work,Full time,0,390,385,775
2.01409E+13,Iowa,"$75,000 to $99,999",58,Female,Employed - at work,Full time,482,98,0,98
2.01409E+13,Texas,"$15,000 to $19,999",54,Female,Employed - at work,Part time,185,515,0,515
2.01409E+13,California,"$150,000 and over",50,Female,Employed - at work,Full time,380,20,0,20
2.01409E+13,Virginia,"Less than $5,000",60,Female,Employed - at work,Part time,0,545,0,545
2.01409E+13,Idaho,"$60,000 to $74,999",70,Female,Employed - at work,Full time,0,150,0,150
2.0141E+13,New Mexico,"$15,000 to $19,999",30,Female,Employed - at work,Part time,30,60,0,60
2.0141E+13,Utah,"$25,000 to $29,999",56,Male,Employed - at work,Full time,840,30,0,30
2.0141E+13,Illinois,"$60,000 to $74,999",53,Female,Employed - at work,Full time,5,230,0,230
2.0141E+13,Wisconsin,"$150,000 and over",59,Male,Employed - at work,Full time,964,0,0,0
2.0141E+13,Illinois,"$30,000 to $34,999",72,Male,Employed - absent,Full time,285,792,0,792
2.0141E+13,Massachusetts,"Less than $5,000",20,Male,Employed - at work,Part time,0,530,65,595
2.0141E+13,California,"$20,000 to $24,999",56,Male,Employed - at work,Part time,82,677,45,722
2.0141E+13,Vermont,"$60,000 to $74,999",63,Female,Employed - at work,Full time,40,360,240,600
2.0141E+13,Ohio,"$30,000 to $34,999",50,Male,Employed - at work,Full time,509,280,0,280
2.0141E+13,New Hampshire,"$15,000 to $19,999",58,Female,Employed - at work,Full time,450,350,0,350
2.0141E+13,Oregon,"$75,000 to $99,999",66,Male,Employed - at work,Full time,0,455,0,455
2.0141E+13,Utah,"$60,000 to $74,999",57,Male,Employed - at work,Full time,765,0,0,0
2.0141E+13,Florida,"$75,000 to $99,999",69,Male,Employed - at work,Part time,0,255,120,375
2.0141E+13,Alabama,"$150,000 and over",71,Male,Employed - at work,Full time,15,320,0,320
2.0141E+13,Texas,"$40,000 to $49,999",54,Male,Employed - at work,Full time,0,390,0,390
2.0141E+13,California,"$75,000 to $99,999",63,Female,Employed - at work,Part time,330,270,30,300
2.0141E+13,New Jersey,"$150,000 and over",68,Female,Employed - at work,Part time,410,235,0,235
2.0141E+13,California,"$150,000 and over",51,Male,Employed - at work,Full time,559,95,0,95
2.0141E+13,Texas,"$50,000 to $59,999",53,Female,Employed - at work,Full time,0,265,0,265
2.0141E+13,Alaska,"$75,000 to $99,999",55,Male,Employed - at work,Full time,56,560,45,605
2.0141E+13,California,"$15,000 to $19,999",56,Male,Employed - at work,Full time,180,655,0,655
2.0141E+13,Arizona,"$40,000 to $49,999",60,Male,Employed - at work,Part time,0,580,0,580
2.0141E+13,Arizona,"$15,000 to $19,999",52,Female,Employed - at work,Full time,320,135,0,135
2.0141E+13,Florida,"$35,000 to $39,999",67,Female,Employed - at work,Full time,0,505,0,505
2.0141E+13,California,"$25,000 to $29,999",52,Male,Employed - at work,Full time,380,180,0,180
2.0141E+13,California,"$10,000 to $12,499",59,Female,Employed - at work,Full time,485,120,60,180
2.0141E+13,Louisiana,"$60,000 to $74,999",61,Female,Employed - absent,Full time,60,375,0,375
2.0141E+13,Virginia,"$30,000 to $34,999",66,Male,Employed - at work,Full time,494,551,0,551
2.0141E+13,Arkansas,"$10,000 to $12,499",51,Female,Employed - at work,Full time,0,0,0,0
2.0141E+13,Arkansas,"$30,000 to $34,999",76,Female,Employed - at work,Full time,180,50,0,50
2.0141E+13,Michigan,"$75,000 to $99,999",65,Female,Employed - at work,Full time,565,280,0,280
2.0141E+13,Alabama,"$15,000 to $19,999",52,Female,Employed - at work,Full time,451,120,0,120
2.0141E+13,Colorado,"$100,000 to $149,999",57,Female,Employed - at work,Full time,630,180,0,180
2.0141E+13,Virginia,"$20,000 to $24,999",54,Female,Employed - at work,Full time,0,485,0,485
2.0141E+13,Florida,"$60,000 to $74,999",62,Female,Employed - at work,Full time,445,123,63,186
2.0141E+13,Missouri,"$150,000 and over",53,Male,Employed - at work,Full time,20,180,0,180
2.0141E+13,Michigan,"$60,000 to $74,999",55,Female,Employed - at work,Full time,0,225,0,225
2.0141E+13,Illinois,"$150,000 and over",55,Female,Employed - at work,Full time,0,505,40,545
2.0141E+13,Massachusetts,"$150,000 and over",50,Male,Employed - at work,Full time,600,195,0,195
2.0141E+13,Illinois,"$15,000 to $19,999",50,Male,Employed - at work,Full time,230,430,0,430
2.0141E+13,Minnesota,"$50,000 to $59,999",64,Male,Employed - at work,Part time,505,295,0,295
2.0141E+13,California,"$100,000 to $149,999",59,Male,Employed - at work,Full time,470,60,0,60
2.0141E+13,Pennsylvania,"$60,000 to $74,999",57,Male,Employed - at work,Full time,535,194,0,194
2.0141E+13,Indiana,"$75,000 to $99,999",25,Male,Employed - at work,Part time,15,300,0,300
2.0141E+13,California,"$20,000 to $24,999",50,Female,Employed - at work,Full time,615,190,0,190
2.0141E+13,Washington,"$150,000 and over",58,Female,Employed - at work,Full time,0,90,0,90
2.0141E+13,Texas,"$50,000 to $59,999",18,Male,Employed - at work,Part time,0,585,0,585
2.0141E+13,Illinois,"$30,000 to $34,999",54,Female,Employed - at work,Full time,435,110,0,110
2.0141E+13,Kentucky,"$100,000 to $149,999",52,Female,Employed - absent,Full time,0,610,0,610
2.0141E+13,Florida,"$75,000 to $99,999",55,Male,Employed - at work,Full time,470,120,0,120
2.0141E+13,Virginia,"$60,000 to $74,999",32,Female,Employed - at work,Full time,585,90,0,90
2.0141E+13,Ohio,"$100,000 to $149,999",60,Male,Employed - at work,Full time,0,553,95,648
2.0141E+13,Michigan,"$50,000 to $59,999",54,Female,Employed - at work,Full time,455,85,30,115
2.0141E+13,Maine,"$35,000 to $39,999",62,Female,Employed - at work,Part time,0,725,0,725
2.0141E+13,Tennessee,"$30,000 to $34,999",51,Female,Employed - at work,Full time,465,225,0,225
2.0141E+13,Virginia,"$100,000 to $149,999",56,Male,Employed - at work,Full time,657,90,0,90
2.0141E+13,Missouri,"$7,500 to $9,999",54,Female,Employed - at work,Part time,470,25,0,25
2.0141E+13,California,"$75,000 to $99,999",54,Male,Employed - at work,Full time,750,75,0,75
2.0141E+13,Utah,"$100,000 to $149,999",54,Female,Employed - at work,Part time,378,298,0,298
2.0141E+13,New Jersey,"$35,000 to $39,999",72,Female,Employed - at work,Part time,385,160,0,160
2.0141E+13,Texas,"$15,000 to $19,999",59,Male,Employed - at work,Full time,0,155,0,155
2.0141E+13,North Carolina,"$75,000 to $99,999",80,Male,Employed - at work,Part time,0,315,210,525
2.0141E+13,Missouri,"$100,000 to $149,999",58,Female,Employed - at work,Full time,0,205,0,205
2.0141E+13,Maryland,"$40,000 to $49,999",51,Female,Employed - at work,Full time,0,440,0,440
2.0141E+13,Missouri,"$60,000 to $74,999",62,Male,Employed - at work,Full time,0,175,0,175
2.0141E+13,Pennsylvania,"$100,000 to $149,999",57,Male,Employed - at work,Full time,813,60,55,115
2.0141E+13,New Jersey,"$60,000 to $74,999",50,Female,Employed - at work,Full time,405,15,0,15
2.0141E+13,Florida,"$40,000 to $49,999",55,Female,Employed - at work,Full time,0,270,0,270
2.0141E+13,Virginia,"$100,000 to $149,999",52,Female,Employed - at work,Full time,475,210,60,270
2.0141E+13,Washington,"$40,000 to $49,999",59,Female,Employed - at work,Full time,435,182,0,182
2.0141E+13,Minnesota,"$12,500 to $14,999",21,Female,Employed - at work,Part time,285,180,0,180
2.0141E+13,Pennsylvania,"$35,000 to $39,999",27,Female,Employed - at work,Full time,0,435,240,675
2.0141E+13,Oklahoma,"$12,500 to $14,999",50,Male,Employed - at work,Full time,0,295,0,295
2.0141E+13,Maryland,"$60,000 to $74,999",60,Male,Employed - at work,Part time,275,55,0,55
2.0141E+13,Colorado,"$150,000 and over",58,Male,Employed - at work,Full time,200,60,0,60
2.0141E+13,Iowa,"$15,000 to $19,999",20,Female,Employed - at work,Part time,487,58,0,58
2.0141E+13,New Jersey,"$50,000 to $59,999",56,Female,Employed - at work,Full time,330,212,0,212
2.0141E+13,Minnesota,"$40,000 to $49,999",73,Female,Employed - at work,Part time,0,60,0,60
2.0141E+13,Oregon,"$20,000 to $24,999",53,Female,Employed - at work,Full time,470,145,0,145
2.0141E+13,Massachusetts,"$75,000 to $99,999",56,Male,Employed - at work,Full time,120,402,70,472
2.0141E+13,Ohio,"$40,000 to $49,999",65,Male,Employed - at work,Part time,293,168,0,168
2.0141E+13,Wisconsin,"$150,000 and over",67,Male,Employed - at work,Full time,852,30,0,30
2.0141E+13,Illinois,"$40,000 to $49,999",59,Female,Employed - at work,Full time,468,240,0,240
2.0141E+13,Minnesota,"$75,000 to $99,999",63,Female,Employed - at work,Full time,650,150,0,150
2.0141E+13,California,"$25,000 to $29,999",53,Male,Employed - at work,Full time,660,180,0,180
2.0141E+13,Michigan,"$60,000 to $74,999",62,Female,Employed - at work,Full time,645,10,0,10
2.0141E+13,Pennsylvania,"$30,000 to $34,999",64,Female,Employed - at work,Part time,0,20,0,20
2.0141E+13,California,"$60,000 to $74,999",55,Female,Employed - at work,Part time,359,135,0,135
2.0141E+13,Tennessee,"$15,000 to $19,999",19,Female,Employed - at work,Full time,0,250,0,250
2.0141E+13,Florida,"$40,000 to $49,999",80,Female,Employed - at work,Part time,170,280,0,280
2.0141E+13,Tennessee,"$35,000 to $39,999",50,Female,Employed - at work,Full time,550,0,0,0
2.0141E+13,North Carolina,"$40,000 to $49,999",62,Female,Employed - at work,Full time,530,110,0,110
2.0141E+13,Florida,"$75,000 to $99,999",55,Male,Employed - at work,Full time,360,90,0,90
2.0141E+13,Nevada,"$75,000 to $99,999",52,Male,Employed - at work,Full time,668,145,0,145
2.0141E+13,New Hampshire,"$75,000 to $99,999",60,Male,Employed - at work,Full time,670,75,0,75
2.0141E+13,New York,"$60,000 to $74,999",63,Male,Employed - at work,Full time,390,325,0,325
2.0141E+13,Wisconsin,"$5,000 to $7,499",22,Female,Employed - at work,Part time,0,375,210,585
2.0141E+13,Minnesota,"$150,000 and over",50,Female,Employed - at work,Part time,0,270,0,270
2.0141E+13,New York,"$40,000 to $49,999",62,Female,Employed - at work,Full time,240,20,0,20
2.0141E+13,Wyoming,"$100,000 to $149,999",71,Female,Employed - at work,Part time,0,0,0,0
2.0141E+13,Texas,"$100,000 to $149,999",77,Female,Employed - at work,Part time,0,345,0,345
2.0141E+13,New York,"$20,000 to $24,999",62,Male,Employed - at work,Full time,0,574,0,574
2.0141E+13,Maine,"$100,000 to $149,999",52,Male,Employed - at work,Full time,0,435,0,435
2.0141E+13,Texas,"$15,000 to $19,999",56,Female,Employed - at work,Part time,60,551,0,551
2.0141E+13,New Mexico,"$100,000 to $149,999",56,Male,Employed - at work,Full time,0,30,310,340
2.0141E+13,South Carolina,"$30,000 to $34,999",63,Male,Employed - at work,Full time,445,120,0,120
2.0141E+13,Arkansas,"$100,000 to $149,999",61,Female,Employed - at work,Full time,0,300,0,300
2.0141E+13,Pennsylvania,"$20,000 to $24,999",62,Male,Employed - at work,Part time,218,478,0,478
2.0141E+13,Minnesota,"$40,000 to $49,999",53,Male,Employed - at work,Part time,0,540,0,540
2.0141E+13,Wisconsin,"$75,000 to $99,999",60,Female,Employed - at work,Full time,487,126,0,126
2.0141E+13,New Jersey,"$40,000 to $49,999",52,Male,Employed - at work,Full time,0,730,0,730
2.0141E+13,Kansas,"$150,000 and over",59,Male,Employed - at work,Full time,0,760,0,760
2.0141E+13,California,"$150,000 and over",58,Male,Employed - at work,Full time,585,95,0,95
2.0141E+13,Maine,"$75,000 to $99,999",55,Male,Employed - at work,Full time,0,385,0,385
2.0141E+13,Ohio,"$60,000 to $74,999",66,Female,Employed - at work,Full time,0,435,0,435
2.0141E+13,Kentucky,"$40,000 to $49,999",68,Female,Employed - at work,Full time,0,130,0,130
2.0141E+13,New York,"$150,000 and over",59,Female,Employed - at work,Full time,435,15,0,15
2.0141E+13,Colorado,"$40,000 to $49,999",50,Male,Employed - at work,Full time,674,132,0,132
2.0141E+13,Texas,"$25,000 to $29,999",51,Male,Employed - at work,Full time,0,890,0,890
2.0141E+13,Pennsylvania,"$60,000 to $74,999",57,Male,Employed - at work,Full time,0,360,120,480
2.0141E+13,Georgia,"$60,000 to $74,999",54,Male,Employed - at work,Full time,0,380,55,435
2.0141E+13,Florida,"$150,000 and over",55,Male,Employed - at work,Full time,655,150,30,180
2.0141E+13,South Carolina,"$35,000 to $39,999",65,Female,Employed - at work,Part time,30,530,0,530
2.0141E+13,Illinois,"$100,000 to $149,999",51,Female,Employed - at work,Full time,470,40,195,235
2.0141E+13,New Jersey,"$150,000 and over",54,Female,Employed - at work,Full time,330,0,0,0
2.0141E+13,Washington,"$30,000 to $34,999",55,Female,Employed - at work,Full time,970,0,0,0
2.0141E+13,Iowa,"$25,000 to $29,999",68,Male,Employed - at work,Part time,375,440,0,440
2.0141E+13,Virginia,"$60,000 to $74,999",51,Female,Employed - at work,Full time,328,260,0,260
2.0141E+13,Massachusetts,"$60,000 to $74,999",56,Female,Employed - at work,Part time,0,220,0,220
2.0141E+13,California,"$100,000 to $149,999",52,Female,Employed - at work,Full time,0,510,0,510
2.0141E+13,New York,"$20,000 to $24,999",68,Female,Employed - at work,Full time,444,265,0,265
2.0141E+13,Indiana,"$60,000 to $74,999",71,Male,Employed - at work,Full time,415,165,120,285
2.0141E+13,Colorado,"$100,000 to $149,999",60,Female,Employed - at work,Full time,15,225,0,225
2.0141E+13,Georgia,"$20,000 to $24,999",23,Female,Employed - at work,Full time,375,15,60,75
2.0141E+13,Washington,"$25,000 to $29,999",65,Male,Employed - at work,Part time,15,665,0,665
2.0141E+13,Illinois,"$150,000 and over",79,Male,Employed - at work,Part time,245,250,0,250
2.0141E+13,Virginia,"$75,000 to $99,999",72,Male,Employed - at work,Part time,298,375,0,375
2.0141E+13,Wisconsin,"$60,000 to $74,999",50,Female,Employed - at work,Full time,499,163,0,163
2.0141E+13,California,"$100,000 to $149,999",64,Male,Employed - at work,Full time,595,120,20,140
2.0141E+13,Colorado,"$20,000 to $24,999",55,Male,Employed - at work,Full time,740,140,0,140
2.0141E+13,Wisconsin,"$50,000 to $59,999",60,Female,Employed - at work,Full time,470,100,0,100
2.0141E+13,Maryland,"$75,000 to $99,999",56,Male,Employed - at work,Full time,465,100,0,100
2.0141E+13,Missouri,"$60,000 to $74,999",77,Male,Employed - at work,Part time,565,218,0,218
2.0141E+13,Florida,"$60,000 to $74,999",52,Male,Employed - at work,Full time,450,205,0,205
2.0141E+13,Ohio,"$60,000 to $74,999",57,Male,Employed - at work,Full time,660,35,0,35
2.0141E+13,California,"$75,000 to $99,999",50,Female,Employed - at work,Full time,470,165,0,165
2.0141E+13,Illinois,"$40,000 to $49,999",65,Female,Employed - at work,Part time,314,150,0,150
2.0141E+13,Georgia,"$75,000 to $99,999",62,Male,Employed - at work,Full time,374,330,0,330
2.01411E+13,Arizona,"$7,500 to $9,999",53,Male,Employed - at work,Full time,0,240,0,240
2.01411E+13,New York,"$50,000 to $59,999",35,Male,Employed - at work,Full time,0,414,85,499
2.01411E+13,California,"$100,000 to $149,999",49,Female,Employed - at work,Full time,600,50,20,70
2.01411E+13,New York,"$60,000 to $74,999",59,Female,Employed - at work,Part time,450,213,0,213
2.01411E+13,Missouri,"$40,000 to $49,999",74,Female,Employed - at work,Part time,0,465,0,465
2.01411E+13,California,"$100,000 to $149,999",59,Female,Employed - at work,Part time,0,545,60,605
2.01411E+13,Louisiana,"$50,000 to $59,999",57,Male,Employed - at work,Full time,75,397,0,397
2.01411E+13,Florida,"$60,000 to $74,999",63,Male,Employed - at work,Part time,0,620,0,620
2.01411E+13,Michigan,"$50,000 to $59,999",55,Female,Employed - at work,Full time,0,420,0,420
2.01411E+13,Texas,"$100,000 to $149,999",80,Female,Employed - at work,Part time,0,335,0,335
2.01411E+13,Arkansas,"$40,000 to $49,999",73,Female,Employed - at work,Full time,398,206,0,206
2.01411E+13,Georgia,"$35,000 to $39,999",60,Male,Employed - at work,Full time,872,100,0,100
2.01411E+13,Alabama,"$15,000 to $19,999",51,Male,Employed - at work,Full time,480,180,0,180
2.01411E+13,New York,"$60,000 to $74,999",56,Male,Employed - at work,Full time,0,274,0,274
2.01411E+13,Alabama,"$25,000 to $29,999",60,Female,Employed - at work,Full time,0,810,0,810
2.01411E+13,Texas,"$15,000 to $19,999",53,Male,Employed - at work,Full time,870,50,0,50
2.01411E+13,Florida,"$15,000 to $19,999",50,Male,Employed - at work,Part time,155,490,0,490
2.01411E+13,Maryland,"$60,000 to $74,999",62,Male,Employed - at work,Full time,0,630,0,630
2.01411E+13,Arizona,"$5,000 to $7,499",54,Female,Employed - at work,Full time,0,295,0,295
2.01411E+13,Florida,"$60,000 to $74,999",51,Female,Employed - at work,Full time,0,114,0,114
2.01411E+13,Mississippi,"$35,000 to $39,999",50,Female,Employed - at work,Part time,0,640,0,640
2.01411E+13,Alabama,"$100,000 to $149,999",51,Male,Employed - at work,Full time,705,85,0,85
2.01411E+13,California,"$10,000 to $12,499",63,Female,Employed - at work,Part time,0,418,0,418
2.01411E+13,Indiana,"$20,000 to $24,999",65,Male,Employed - at work,Full time,0,577,135,712
2.01411E+13,Wisconsin,"$60,000 to $74,999",24,Female,Employed - at work,Full time,580,120,0,120
2.01411E+13,Illinois,"$10,000 to $12,499",54,Female,Employed - at work,Part time,0,520,0,520
2.01411E+13,Florida,"$10,000 to $12,499",57,Male,Employed - at work,Part time,0,450,150,600
2.01411E+13,New Jersey,"$40,000 to $49,999",54,Male,Employed - at work,Full time,0,237,0,237
2.01411E+13,North Carolina,"$30,000 to $34,999",56,Female,Employed - at work,Full time,625,0,0,0
2.01411E+13,Iowa,"$60,000 to $74,999",51,Female,Employed - at work,Full time,475,330,0,330
2.01411E+13,Georgia,"$100,000 to $149,999",52,Male,Employed - at work,Full time,0,135,0,135
2.01411E+13,West Virginia,"$12,500 to $14,999",52,Male,Employed - at work,Full time,240,120,0,120
2.01411E+13,Massachusetts,"$40,000 to $49,999",68,Female,Employed - at work,Part time,220,195,30,225
2.01411E+13,Louisiana,"$35,000 to $39,999",59,Male,Employed - at work,Full time,450,160,160,320
2.01411E+13,Virginia,"$50,000 to $59,999",55,Male,Employed - at work,Full time,615,165,0,165
2.01411E+13,Michigan,"$150,000 and over",62,Female,Employed - at work,Full time,530,120,60,180
2.01411E+13,Virginia,"$100,000 to $149,999",67,Male,Employed - at work,Full time,235,450,60,510
2.01411E+13,Virginia,"$150,000 and over",62,Female,Employed - at work,Full time,590,160,0,160
2.01411E+13,Tennessee,"$10,000 to $12,499",75,Female,Employed - at work,Part time,315,488,0,488
2.01411E+13,Oklahoma,"$40,000 to $49,999",60,Female,Employed - at work,Full time,210,540,0,540
2.01411E+13,Arkansas,"$75,000 to $99,999",52,Male,Employed - at work,Full time,505,45,0,45
2.01411E+13,Illinois,"$35,000 to $39,999",61,Female,Employed - at work,Full time,0,150,0,150
2.01411E+13,Minnesota,"$150,000 and over",53,Female,Employed - at work,Part time,665,90,0,90
2.01411E+13,Indiana,"$100,000 to $149,999",57,Male,Employed - at work,Full time,575,195,95,290
2.01411E+13,Texas,"$150,000 and over",65,Female,Employed - at work,Part time,290,90,0,90
2.01411E+13,Texas,"$60,000 to $74,999",58,Female,Employed - at work,Part time,60,565,0,565
2.01411E+13,California,"$75,000 to $99,999",23,Female,Employed - at work,Part time,0,0,0,0
2.01411E+13,Massachusetts,"$150,000 and over",52,Male,Employed - at work,Full time,0,565,120,685
2.01411E+13,Illinois,"$15,000 to $19,999",52,Male,Employed - at work,Full time,0,370,0,370
2.01411E+13,Florida,"$35,000 to $39,999",77,Male,Employed - at work,Full time,475,60,60,120
2.01411E+13,North Carolina,"$100,000 to $149,999",71,Female,Employed - at work,Part time,25,190,30,220
2.01411E+13,Mississippi,"$30,000 to $34,999",50,Female,Employed - at work,Full time,0,240,0,240
2.01411E+13,Pennsylvania,"$20,000 to $24,999",75,Female,Employed - at work,Part time,0,300,0,300
2.01411E+13,California,"$50,000 to $59,999",23,Female,Employed - at work,Full time,285,185,0,185
2.01411E+13,Iowa,"$100,000 to $149,999",56,Female,Employed - at work,Full time,555,80,60,140
2.01411E+13,Connecticut,"$150,000 and over",58,Male,Employed - at work,Full time,780,135,0,135
2.01411E+13,Ohio,"$50,000 to $59,999",59,Female,Employed - at work,Full time,0,590,0,590
2.01411E+13,Florida,"$100,000 to $149,999",66,Female,Employed - at work,Full time,420,240,0,240
2.01411E+13,South Carolina,"$100,000 to $149,999",54,Male,Employed - at work,Full time,0,305,0,305
2.01411E+13,Pennsylvania,"$25,000 to $29,999",51,Female,Employed - at work,Part time,423,194,0,194
2.01411E+13,Tennessee,"$40,000 to $49,999",59,Female,Employed - at work,Full time,555,140,0,140
2.01411E+13,New York,"$40,000 to $49,999",62,Female,Employed - at work,Part time,0,115,0,115
2.01411E+13,New York,"$100,000 to $149,999",52,Female,Employed - at work,Full time,0,330,0,330
2.01411E+13,California,"$20,000 to $24,999",85,Female,Employed - at work,Full time,457,202,60,262
2.01411E+13,California,"$60,000 to $74,999",59,Male,Employed - at work,Full time,0,650,0,650
2.01411E+13,Ohio,"Less than $5,000",53,Female,Employed - at work,Full time,0,330,0,330
2.01411E+13,Florida,"$40,000 to $49,999",66,Female,Employed - at work,Full time,575,120,0,120
2.01411E+13,New York,"$150,000 and over",77,Male,Employed - at work,Full time,0,448,0,448
2.01411E+13,California,"$150,000 and over",21,Male,Employed - at work,Part time,30,413,0,413
2.01411E+13,Virginia,"$15,000 to $19,999",64,Female,Employed - at work,Part time,505,285,0,285
2.01411E+13,Texas,"$100,000 to $149,999",52,Female,Employed - at work,Full time,455,200,0,200
2.01411E+13,New York,"$100,000 to $149,999",56,Female,Employed - at work,Full time,0,825,0,825
2.01411E+13,New York,"$100,000 to $149,999",56,Female,Employed - at work,Full time,488,45,0,45
2.01411E+13,Oklahoma,"$60,000 to $74,999",50,Male,Employed - at work,Full time,0,390,0,390
2.01411E+13,California,"$50,000 to $59,999",50,Male,Employed - at work,Full time,0,740,0,740
2.01411E+13,Georgia,"$25,000 to $29,999",67,Female,Employed - at work,Part time,0,465,20,485
2.01411E+13,Pennsylvania,"$60,000 to $74,999",67,Male,Employed - at work,Full time,570,150,0,150
2.01411E+13,Alabama,"$25,000 to $29,999",55,Female,Employed - at work,Full time,0,198,40,238
2.01411E+13,Connecticut,"Less than $5,000",64,Male,Employed - at work,Full time,10,705,0,705
2.01411E+13,Maryland,"$60,000 to $74,999",51,Female,Employed - at work,Full time,559,185,0,185
2.01411E+13,Pennsylvania,"$25,000 to $29,999",60,Male,Employed - at work,Full time,0,980,0,980
2.01411E+13,Virginia,"$100,000 to $149,999",52,Male,Employed - at work,Part time,0,438,120,558
2.01411E+13,Georgia,"$25,000 to $29,999",52,Male,Employed - at work,Full time,491,259,0,259
2.01411E+13,Missouri,"$20,000 to $24,999",67,Male,Employed - at work,Full time,409,280,0,280
2.01411E+13,Utah,"$100,000 to $149,999",59,Male,Employed - at work,Full time,60,0,0,0
2.01411E+13,Georgia,"$40,000 to $49,999",26,Female,Employed - at work,Full time,0,75,195,270
2.01411E+13,Iowa,"$100,000 to $149,999",62,Male,Employed - at work,Full time,816,171,0,171
2.01411E+13,Maryland,"$60,000 to $74,999",63,Male,Employed - at work,Full time,270,500,0,500
2.01411E+13,Michigan,"$40,000 to $49,999",65,Female,Employed - at work,Full time,427,164,0,164
