caseid,year,statefip,famincome,hh_child,age,sex,race,schlcoll,empstat,fullpart,act_carehh,act_carenhh,act_educ,act_food,act_govserv,act_hhact,act_hhserv,act_pcare,act_phone,act_profserv,act_purch,act_relig,act_social,act_sports,act_travel,act_vol,act_work
20140909142220,2014,"Iowa","$75,000 to $99,999","No",58,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,32,0,60,0,178,0,435,0,0,40,0,98,0,115,0,482
20140909142236,2014,"Alabama","$50,000 to $59,999","Yes",38,"Female","White only","Not enrolled","Employed - at work","Part time",10,0,0,105,0,10,0,545,0,0,115,0,110,0,175,0,355
20140909142247,2014,"California","$100,000 to $149,999","No",28,"Female","White only","Not enrolled","Employed - at work","Full time",0,12,0,0,0,270,0,600,0,0,0,0,373,0,185,0,0
20140909142256,2014,"Washington","$50,000 to $59,999","No",72,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,2,0,78,0,180,0,475,0,0,0,0,617,60,28,0,0
20140909142261,2014,"Utah","$35,000 to $39,999","Yes",32,"Female","White only","Not enrolled","Employed - at work","Part time",200,0,0,30,0,235,0,480,0,0,270,0,90,0,90,0,0
20140909142262,2014,"Texas","$75,000 to $99,999","Yes",41,"Female","White only","Not enrolled","Employed - at work","Full time",0,20,0,40,0,235,0,660,0,0,0,210,175,0,100,0,0
20140909142310,2014,"Pennsylvania","$150,000 and over","No",69,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,180,0,20,0,815,0,60,5,0,265,0,95,0,0
20140909142325,2014,"New Jersey","$40,000 to $49,999","No",85,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,45,0,50,0,600,0,0,0,0,745,0,0,0,0
20140909142327,2014,"Texas","$15,000 to $19,999","No",54,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,55,0,90,0,555,0,0,0,0,515,0,40,0,185
20140909142341,2014,"California","$150,000 and over","No",50,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,145,0,40,0,505,20,65,75,0,20,0,190,0,380
20140909142348,2014,"Texas","$20,000 to $24,999","Yes",35,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",50,0,0,75,0,120,0,690,0,0,0,0,450,0,55,0,0
20140909142350,2014,"Texas","$15,000 to $19,999","Yes",37,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",248,0,160,60,0,305,0,507,0,0,0,0,60,0,100,0,0
20140909142361,2014,"Virginia","Less than $5,000","No",60,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,75,0,0,0,580,30,0,0,75,545,0,90,45,0
20140909142371,2014,"Illinois","$10,000 to $12,499","No",61,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,30,0,15,0,680,0,0,0,0,695,0,20,0,0
20140909142391,2014,"Ohio","Less than $5,000","No",30,"Female","Asian only","Not enrolled","Employed - at work","Part time",0,0,0,60,0,107,0,485,60,0,0,0,253,0,70,0,405
20140909142398,2014,"North Carolina","$30,000 to $34,999","Yes",17,"Female","White only","High school full time","Not in labor force","NIU (Not in universe)",0,0,322,60,0,0,0,775,0,45,0,0,160,0,78,0,0
20140909142402,2014,"Washington","$75,000 to $99,999","Yes",42,"Male","White only","Not enrolled","Employed - at work","Full time",90,0,0,15,0,30,0,475,43,0,5,0,40,0,97,0,620
20140909142411,2014,"Texas","$75,000 to $99,999","Yes",37,"Female","White only","Not enrolled","Employed - at work","Full time",30,0,0,60,0,150,0,705,0,0,0,0,495,0,0,0,0
20140909142418,2014,"Pennsylvania","$60,000 to $74,999","Yes",18,"Female","White only","Not enrolled","Employed - at work","Part time",65,0,0,0,0,0,0,480,0,0,30,0,342,0,33,0,490
20140909142423,2014,"Idaho","$60,000 to $74,999","No",70,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,105,0,450,0,570,0,0,0,0,150,0,0,165,0
20140909142443,2014,"Minnesota","$100,000 to $149,999","Yes",52,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,70,0,765,0,495,0,0,0,0,110,0,0,0,0
20140909142446,2014,"Virginia","$75,000 to $99,999","Yes",38,"Female","White only","Not enrolled","Unemployed - on layoff","NIU (Not in universe)",680,0,0,30,0,150,0,386,0,10,10,0,105,0,69,0,0
20140909142456,2014,"Minnesota","$30,000 to $34,999","No",67,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,10,0,92,0,285,0,605,0,0,0,0,70,0,58,310,0
20140909142460,2014,"Mississippi","$15,000 to $19,999","No",72,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,70,0,45,0,0,0,530,0,0,0,0,765,0,30,0,0
20140909142464,2014,"California","$150,000 and over","Yes",39,"Female","Asian only","Not enrolled","Employed - at work","Part time",232,0,0,10,0,330,0,633,0,0,0,0,105,0,130,0,0
20140909142466,2014,"California","$60,000 to $74,999","No",68,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,65,0,180,0,525,30,0,0,0,280,0,0,360,0
20140909142470,2014,"Washington","$7,500 to $9,999","Yes",21,"Female","Black only","College/university full time","Unemployed - looking","NIU (Not in universe)",0,0,490,30,0,300,0,480,0,0,0,0,80,0,60,0,0
20140909142472,2014,"Mississippi","$30,000 to $34,999","Yes",39,"Female","White only","Not enrolled","Employed - at work","Part time",101,0,0,79,0,57,0,355,0,0,0,0,268,0,50,0,500
20140909142480,2014,"Utah","$150,000 and over","Yes",28,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",105,0,0,90,0,200,0,583,30,0,60,55,240,0,9,68,0
20141007140668,2014,"Massachusetts","$150,000 and over","No",66,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,50,0,235,0,735,0,0,0,0,390,30,0,0,0
20141007140934,2014,"New Mexico","$15,000 to $19,999","No",30,"Female","White only","College/university full time","Employed - at work","Part time",0,0,340,40,0,15,20,630,10,60,40,0,60,0,195,0,30
20141007141198,2014,"New York","$40,000 to $49,999","Yes",51,"Male","Black only","NIU (Not in universe)","Unemployed - looking","NIU (Not in universe)",0,0,0,60,0,0,0,570,0,0,0,0,660,0,150,0,0
20141007141327,2014,"Colorado","$50,000 to $59,999","Yes",29,"Female","White only","College/university full time","Not in labor force","NIU (Not in universe)",330,0,150,35,0,156,5,414,0,0,180,0,95,0,75,0,0
20141007141329,2014,"Ohio","$7,500 to $9,999","Yes",41,"Female","Black only","Not enrolled","Employed - at work","Part time",0,0,0,10,0,0,0,600,0,0,0,0,410,0,20,0,400
20141007141561,2014,"California","$100,000 to $149,999","Yes",49,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,150,0,55,0,360,0,0,5,90,265,150,128,120,115
20141007141849,2014,"Texas","$100,000 to $149,999","Yes",23,"Female","White only","College/university full time","Employed - at work","Part time",0,0,120,45,0,48,0,542,0,0,10,0,212,0,48,60,355
20141007141924,2014,"Texas","$12,500 to $14,999","Yes",30,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,75,0,0,0,565,0,0,0,0,210,0,140,0,450
20141007142169,2014,"Florida","$60,000 to $74,999","Yes",17,"Male","White only","High school part time","Not in labor force","NIU (Not in universe)",0,0,180,20,0,0,0,805,0,0,0,0,150,195,90,0,0
20141008140070,2014,"Nevada","Less than $5,000","No",55,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,25,0,0,0,645,0,0,0,0,625,0,145,0,0
20141008140514,2014,"Utah","$25,000 to $29,999","No",56,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,30,0,25,0,350,2,63,0,0,30,0,100,0,840
20141008140521,2014,"Pennsylvania","$50,000 to $59,999","Yes",27,"Male","White-Asian","Not enrolled","Employed - at work","Full time",105,0,0,40,0,75,0,875,0,0,0,0,345,0,0,0,0
20141008140536,2014,"Illinois","$60,000 to $74,999","No",53,"Female","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,90,0,160,0,560,0,0,0,0,230,0,395,0,5
20141008140595,2014,"Michigan","$35,000 to $39,999","Yes",18,"Female","Black only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,70,0,0,0,842,0,0,0,0,528,0,0,0,0
20141008140601,2014,"Wisconsin","$150,000 and over","No",59,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,20,0,0,0,410,0,0,0,0,0,0,46,0,964
20141008140609,2014,"Florida","$150,000 and over","Yes",39,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",413,0,0,80,0,247,0,523,0,0,15,0,95,0,67,0,0
20141008140631,2014,"Indiana","$100,000 to $149,999","Yes",15,"Male","White only","High school full time","Not in labor force","NIU (Not in universe)",0,0,0,60,0,0,0,680,0,0,0,0,400,240,60,0,0
20141008140635,2014,"South Dakota","$75,000 to $99,999","Yes",27,"Female","White only","College/university full time","Employed - at work","Full time",0,0,128,90,0,300,0,570,0,0,20,0,0,0,332,0,0
20141008140641,2014,"Illinois","$30,000 to $34,999","No",72,"Male","White only","NIU (Not in universe)","Employed - absent","Full time",0,15,0,60,0,11,0,220,10,0,0,0,792,0,47,0,285
20141008140646,2014,"Massachusetts","$35,000 to $39,999","Yes",28,"Female","White-Black","Not enrolled","Not in labor force","NIU (Not in universe)",80,0,0,170,0,20,0,670,0,0,90,0,330,0,80,0,0
20141008140651,2014,"Louisiana","$60,000 to $74,999","Yes",49,"Female","White only","Not enrolled","Employed - at work","Part time",100,0,0,50,0,145,0,645,0,0,20,0,299,0,46,0,135
20141008140659,2014,"Texas","$50,000 to $59,999","No",18,"Male","Black only","High school full time","Unemployed - on layoff","NIU (Not in universe)",0,35,468,10,0,5,0,680,65,0,0,0,115,0,62,0,0
20141008140674,2014,"Mississippi","$50,000 to $59,999","Yes",19,"Male","White only","College/university full time","Employed - at work","Part time",0,0,0,170,0,0,0,660,0,0,0,0,585,0,25,0,0
20141008140682,2014,"North Carolina","Less than $5,000","No",73,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,35,0,0,0,345,0,0,0,0,1060,0,0,0,0
20141008140691,2014,"Tennessee","$30,000 to $34,999","Yes",16,"Male","White only","High school full time","Employed - at work","Part time",0,0,400,0,0,5,0,305,0,0,0,0,585,0,145,0,0
20141008140719,2014,"California","$30,000 to $34,999","Yes",40,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,105,0,0,0,570,0,0,0,0,195,0,60,0,510
20141008140737,2014,"Massachusetts","Less than $5,000","No",20,"Male","Black-American Indian","College/university full time","Employed - at work","Part time",0,0,105,10,0,0,0,585,90,0,0,0,530,65,55,0,0
20141008140741,2014,"California","$20,000 to $24,999","No",56,"Male","White only","NIU (Not in universe)","Employed - at work","Part time",0,5,0,20,0,20,0,541,0,0,0,0,677,45,50,0,82
20141008140745,2014,"California","$40,000 to $49,999","No",48,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,40,0,0,0,600,0,0,60,0,650,60,30,0,0
20141008140782,2014,"Alabama","$20,000 to $24,999","No",80,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,29,0,21,0,755,0,230,0,0,380,0,25,0,0
20141008140815,2014,"Louisiana","$20,000 to $24,999","No",71,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,185,0,90,0,280,0,525,0,0,10,0,220,0,130,0,0
20141008140830,2014,"Vermont","$60,000 to $74,999","No",63,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,150,0,60,0,570,0,0,0,0,360,240,20,0,40
20141008140844,2014,"Ohio","$30,000 to $34,999","No",50,"Male","Black only","NIU (Not in universe)","Employed - at work","Full time",6,0,0,45,0,45,0,450,0,0,0,0,280,0,105,0,509
20141008140880,2014,"Louisiana","$40,000 to $49,999","Yes",35,"Female","White only","College/university full time","Not in labor force","NIU (Not in universe)",57,0,319,21,0,83,0,590,10,0,0,0,91,30,117,92,0
20141008140885,2014,"California","$150,000 and over","Yes",37,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,270,0,180,0,630,0,0,0,0,360,0,0,0,0
20141008140895,2014,"Indiana","$75,000 to $99,999","No",56,"Female","White only","NIU (Not in universe)","Unemployed - looking","NIU (Not in universe)",0,0,0,15,0,65,0,660,0,0,90,135,340,15,70,0,0
20141008140905,2014,"New Hampshire","$15,000 to $19,999","No",58,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",85,0,0,0,0,0,20,435,0,0,0,30,350,0,70,0,450
20141008140917,2014,"South Dakota","$20,000 to $24,999","No",30,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,100,0,125,0,635,0,0,60,0,360,0,70,0,90
20141008140925,2014,"Georgia","$30,000 to $34,999","Yes",40,"Male","White only","Not enrolled","Employed - at work","Full time",90,0,0,90,0,150,0,660,0,0,0,0,330,120,0,0,0
20141008140926,2014,"Florida","$30,000 to $34,999","Yes",43,"Male","Black only","College/university part time","Employed - at work","Full time",0,0,329,50,0,0,0,390,0,0,0,0,345,0,146,0,180
20141008140953,2014,"Oregon","$75,000 to $99,999","No",66,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",150,0,0,60,0,160,0,615,0,0,0,0,455,0,0,0,0
20141008140994,2014,"North Carolina","$60,000 to $74,999","No",36,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,5,0,560,0,490,0,0,0,0,60,0,50,0,275
20141008141026,2014,"Utah","$60,000 to $74,999","No",57,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,115,0,75,0,325,0,0,0,0,0,0,160,0,765
20141008141032,2014,"Ohio","$5,000 to $7,499","Yes",26,"Female","White only","Not enrolled","Employed - at work","Part time",195,20,0,110,0,15,0,515,0,0,0,0,445,0,140,0,0
20141008141033,2014,"Georgia","$100,000 to $149,999","Yes",52,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,45,0,0,0,450,0,0,0,0,210,0,0,0,735
20141008141040,2014,"California","$75,000 to $99,999","Yes",48,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,20,0,95,0,740,0,0,0,0,545,0,40,0,0
20141008141078,2014,"California","$40,000 to $49,999","Yes",53,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",60,0,0,125,0,145,0,550,0,0,0,0,80,0,65,0,415
20141008141097,2014,"Maryland","$50,000 to $59,999","Yes",42,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,60,0,0,0,520,0,0,3,0,275,0,60,0,522
20141008141100,2014,"Florida","$75,000 to $99,999","No",69,"Male","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,120,0,350,0,515,0,0,0,0,255,120,65,15,0
20141008141121,2014,"Maryland","$75,000 to $99,999","Yes",19,"Female","Black only","College/university full time","Not in labor force","NIU (Not in universe)",10,0,478,100,0,30,0,380,0,0,10,0,290,0,142,0,0
20141008141161,2014,"Minnesota","$150,000 and over","Yes",49,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,20,0,160,0,530,0,0,0,0,97,0,55,0,578
20141008141165,2014,"Kentucky","Less than $5,000","Yes",49,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",50,0,0,95,0,290,0,90,0,0,90,0,700,0,105,0,0
20141008141172,2014,"Kansas","$12,500 to $14,999","No",53,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,10,0,8,0,1047,0,0,0,0,375,0,0,0,0
20141008141176,2014,"Texas","$75,000 to $99,999","Yes",58,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,10,0,0,0,341,0,0,0,0,0,206,13,0,870
20141008141195,2014,"Florida","$40,000 to $49,999","No",18,"Female","Black only","High school full time","Unemployed - looking","NIU (Not in universe)",0,0,0,45,0,120,0,1000,95,0,0,0,180,0,0,0,0
20141008141209,2014,"Indiana","$7,500 to $9,999","No",60,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,105,0,25,0,482,0,0,20,0,773,0,35,0,0
20141008141221,2014,"North Carolina","$10,000 to $12,499","No",85,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,60,0,180,0,600,0,0,0,0,480,120,0,0,0
20141008141247,2014,"Illinois","$15,000 to $19,999","Yes",30,"Female","White only","Not enrolled","Employed - at work","Part time",30,0,0,45,0,30,0,655,0,0,0,0,210,0,35,0,435
20141008141253,2014,"Texas","$50,000 to $59,999","Yes",25,"Female","White only","Not enrolled","Employed - at work","Full time",90,0,0,5,0,195,0,610,0,60,128,0,197,75,80,0,0
20141008141269,2014,"Mississippi","$30,000 to $34,999","Yes",24,"Male","Black only","College/university full time","Employed - at work","Full time",25,0,0,85,0,0,0,380,60,0,0,0,335,0,90,0,465
20141008141290,2014,"Illinois","$25,000 to $29,999","No",80,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,105,0,0,0,960,0,0,0,0,375,0,0,0,0
20141008141294,2014,"Minnesota","$100,000 to $149,999","Yes",50,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",44,0,0,75,0,0,0,540,0,0,0,0,120,0,61,0,600
20141008141328,2014,"Alabama","$150,000 and over","No",71,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,75,0,30,0,705,0,0,145,0,320,0,150,0,15
20141008141336,2014,"Connecticut","$50,000 to $59,999","No",40,"Male","White only","Not enrolled","Employed - at work","Full time",0,385,0,20,0,140,0,679,0,0,5,0,180,0,31,0,0
20141008141353,2014,"Ohio","$60,000 to $74,999","No",28,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,75,0,0,0,280,0,0,0,0,325,0,160,0,600
20141008141357,2014,"Maine","$60,000 to $74,999","No",30,"Male","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,15,0,15,0,180,0,0,0,0,1230,0,0,0,0
20141008141380,2014,"Texas","$15,000 to $19,999","No",80,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,60,0,100,0,595,0,0,0,0,685,0,0,0,0
20141008141436,2014,"Illinois","$10,000 to $12,499","Yes",47,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,0,0,330,0,750,0,0,0,0,90,0,270,0,0
20141008141479,2014,"Ohio","$50,000 to $59,999","Yes",16,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",292,0,0,85,0,45,0,570,0,0,40,0,218,80,110,0,0
20141008141496,2014,"Mississippi","$75,000 to $99,999","Yes",53,"Male","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,25,0,415,0,780,0,0,0,0,220,0,0,0,0
20141008141500,2014,"Texas","$40,000 to $49,999","No",54,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,75,0,435,0,540,0,0,0,0,390,0,0,0,0
20141008141501,2014,"Michigan","$75,000 to $99,999","No",75,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,135,0,105,0,655,0,0,90,65,258,45,42,0,0
20141008141517,2014,"Texas","$50,000 to $59,999","Yes",16,"Female","White only","High school full time","Employed - at work","Part time",0,0,150,30,0,0,0,678,0,0,5,0,160,0,35,0,287
20141008141524,2014,"Minnesota","$60,000 to $74,999","No",47,"Male","White only","Not enrolled","Employed - absent","Full time",0,0,0,180,0,60,0,638,0,0,15,0,495,0,52,0,0
20141008141535,2014,"Pennsylvania","$100,000 to $149,999","Yes",60,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",80,130,0,20,0,270,0,410,0,0,0,0,530,0,0,0,0
20141008141552,2014,"Virginia","$100,000 to $149,999","Yes",44,"Female","White only","Not enrolled","Employed - at work","Full time",16,15,0,210,0,135,0,505,0,0,65,0,285,0,179,0,30
20141008141566,2014,"New York","$35,000 to $39,999","No",43,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,17,0,210,0,345,0,0,155,0,185,485,43,0,0
20141008141572,2014,"New York","$40,000 to $49,999","Yes",52,"Male","White only","NIU (Not in universe)","Employed - at work","Part time",15,0,0,75,0,12,0,553,0,0,0,89,95,0,65,0,536
20141008141585,2014,"Colorado","$150,000 and over","Yes",44,"Male","White only","Not enrolled","Employed - at work","Full time",50,0,0,165,0,100,0,425,0,0,15,0,320,35,115,0,110
20141008141587,2014,"Minnesota","$100,000 to $149,999","Yes",48,"Male","White only","Not enrolled","Employed - at work","Part time",6,0,0,30,0,55,0,450,0,0,0,0,599,180,120,0,0
20141008141618,2014,"Minnesota","$75,000 to $99,999","Yes",30,"Male","White only","Not enrolled","Employed - at work","Full time",495,0,0,30,0,195,0,510,0,0,0,0,210,0,0,0,0
20141008141626,2014,"California","$75,000 to $99,999","No",63,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,75,0,135,0,505,0,0,0,35,270,30,60,0,330
20141008141651,2014,"Arkansas","$50,000 to $59,999","Yes",26,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,20,0,150,0,730,0,0,120,0,400,0,20,0,0
20141008141655,2014,"Utah","$60,000 to $74,999","No",68,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,125,25,0,211,0,540,1,45,85,0,315,0,61,0,0
20141008141701,2014,"California","$10,000 to $12,499","No",85,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,60,0,15,0,630,0,0,0,0,635,40,60,0,0
20141008141707,2014,"New Jersey","$100,000 to $149,999","Yes",46,"Male","White only","Not enrolled","Employed - at work","Full time",0,182,0,45,0,0,0,513,0,0,0,0,30,60,145,0,465
20141008141712,2014,"Indiana","$50,000 to $59,999","Yes",38,"Female","White only","Not enrolled","Employed - at work","Part time",105,0,0,40,0,279,0,550,0,0,0,0,115,0,72,0,239
20141008141734,2014,"California","$100,000 to $149,999","No",70,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,175,0,0,0,635,0,0,0,60,275,0,122,43,0
20141008141747,2014,"Kentucky","$10,000 to $12,499","Yes",21,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,35,0,0,0,535,0,0,0,0,95,90,30,0,655
20141008141756,2014,"Kansas","$12,500 to $14,999","No",56,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,20,0,30,0,0,0,900,0,0,0,0,450,0,40,0,0
20141008141775,2014,"Wyoming","$15,000 to $19,999","Yes",34,"Male","White only","Not enrolled","Employed - absent","Full time",0,0,0,0,0,0,0,540,0,0,0,0,0,870,30,0,0
20141008141781,2014,"Indiana","$150,000 and over","Yes",42,"Male","White only","Not enrolled","Employed - at work","Full time",15,0,0,50,0,45,0,540,0,0,0,0,175,0,75,0,540
20141008141795,2014,"New Jersey","$150,000 and over","No",68,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,25,0,125,0,535,19,0,5,0,235,0,86,0,410
20141008141814,2014,"New York","$5,000 to $7,499","Yes",15,"Male","Black only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,15,25,0,5,0,265,0,0,0,150,440,0,540,0,0
20141008141837,2014,"Hawaii","$75,000 to $99,999","Yes",59,"Male","White-Asian-Hawaiian","NIU (Not in universe)","Employed - at work","Full time",0,0,0,0,0,15,0,900,0,0,0,0,0,0,60,0,465
20141008141854,2014,"California","$150,000 and over","No",51,"Male","White-American Indian","NIU (Not in universe)","Employed - at work","Full time",0,0,0,60,0,15,0,540,90,0,15,0,95,0,66,0,559
20141008141867,2014,"Texas","$50,000 to $59,999","No",53,"Female","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,0,0,190,0,690,25,0,80,85,265,0,105,0,0
20141008141880,2014,"Maryland","$75,000 to $99,999","Yes",45,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,30,0,15,0,405,0,0,0,0,0,0,40,0,950
20141008141883,2014,"Minnesota","$100,000 to $149,999","Yes",41,"Male","White only","Not enrolled","Employed - at work","Full time",157,0,0,113,0,146,0,470,0,0,10,0,0,0,90,0,454
20141008141896,2014,"New York","$25,000 to $29,999","Yes",16,"Male","White only","High school full time","Not in labor force","NIU (Not in universe)",0,0,0,100,0,55,0,540,0,0,82,0,615,0,18,0,0
20141008141897,2014,"Colorado","$100,000 to $149,999","Yes",40,"Male","White only","Not enrolled","Employed - at work","Full time",15,0,0,90,0,130,0,470,0,0,0,0,15,0,10,0,710
20141008141924,2014,"California","$150,000 and over","Yes",37,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,30,0,0,0,465,0,0,0,0,0,0,30,0,795
20141008141941,2014,"Indiana","$60,000 to $74,999","Yes",16,"Female","White only","High school full time","Unemployed - looking","NIU (Not in universe)",0,45,0,75,0,25,0,645,0,0,0,0,468,0,162,0,20
20141008141985,2014,"Alaska","$75,000 to $99,999","No",55,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,50,0,15,0,427,0,0,0,0,560,45,287,0,56
20141008141986,2014,"Texas","$60,000 to $74,999","Yes",19,"Male","White only","Not enrolled","Employed - at work","Part time",58,0,0,10,0,83,0,526,45,0,0,0,325,0,34,0,359
20141008142036,2014,"North Carolina","$7,500 to $9,999","No",48,"Male","Black only","Not enrolled","Employed - at work","Full time",0,0,0,90,0,0,0,380,0,0,0,0,415,0,30,0,525
20141008142047,2014,"New York","$35,000 to $39,999","No",63,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",161,0,0,100,0,290,0,539,0,0,0,0,350,0,0,0,0
20141008142087,2014,"Washington","$75,000 to $99,999","Yes",32,"Male","White only","Not enrolled","Employed - at work","Full time",22,0,0,90,0,85,0,470,0,0,0,0,110,105,134,0,424
20141008142090,2014,"California","$15,000 to $19,999","No",56,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,0,0,0,0,575,0,0,0,0,655,0,10,0,180
20141008142126,2014,"Mississippi","$50,000 to $59,999","Yes",20,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",150,0,0,150,0,450,0,480,0,0,0,0,180,0,0,0,0
20141008142170,2014,"Arizona","$40,000 to $49,999","No",60,"Male","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,0,0,250,0,570,0,0,0,0,580,0,40,0,0
20141008142197,2014,"Massachusetts","$75,000 to $99,999","No",24,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,10,0,20,0,640,0,5,0,0,455,70,35,0,205
20141008142215,2014,"Texas","$100,000 to $149,999","Yes",51,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",20,0,0,70,0,82,0,550,60,0,0,0,10,0,73,85,465
20141008142218,2014,"Texas","$25,000 to $29,999","Yes",30,"Female","White only","College/university part time","Employed - at work","Part time",190,120,0,40,0,190,0,668,0,0,0,90,84,0,58,0,0
20141008142224,2014,"Texas","$40,000 to $49,999","No",37,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,56,0,0,0,360,0,0,0,0,485,0,50,0,489
20141008142236,2014,"Florida","$40,000 to $49,999","No",80,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,159,0,80,0,80,70,488,0,0,60,105,142,0,136,0,0
20141008142258,2014,"Tennessee","$7,500 to $9,999","No",57,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,45,0,235,0,630,95,0,0,0,435,0,0,0,0
20141008142261,2014,"New York","$100,000 to $149,999","Yes",39,"Male","Asian only","Not enrolled","Employed - at work","Full time",60,0,0,225,0,20,0,635,0,0,30,0,360,0,50,0,0
