"state","fam_income","race","age","sex","emp","fullpart","work","travel","household","pcare","leisure","race.new","income.new"
"Pennsylvania","$25,000 to $29,999","White only",40,"Male","Employed - at work","Full time",495,90,120,675,0,"White only","$25k-$50k"
"California","$100,000 to $149,999","White only",44,"Female","Employed - at work","Full time",450,100,83,510,129,"White only","$100k+"
"Ohio","$60,000 to $74,999","White only",40,"Female","Employed - at work","Full time",45,30,25,675,160,"White only","$50k-$75k"
"Florida","$30,000 to $34,999","White only",46,"Female","Employed - at work","Full time",225,180,140,435,163,"White only","$25k-$50k"
"Iowa","$30,000 to $34,999","White only",38,"Female","Employed - at work","Full time",900,100,180,260,0,"White only","$25k-$50k"
"New York","$150,000 and over","White only",31,"Male","Employed - at work","Full time",480,104,10,460,346,"White only","$100k+"
"New York","$40,000 to $49,999","White only",39,"Male","Employed - at work","Full time",645,90,0,630,15,"White only","$25k-$50k"
"Texas","$60,000 to $74,999","White only",40,"Male","Employed - at work","Full time",0,150,30,570,575,"White only","$50k-$75k"
"Virginia","$25,000 to $29,999","White only",29,"Female","Employed - at work","Full time",646,105,92,467,0,"White only","$25k-$50k"
"Illinois","$12,500 to $14,999","Black only",45,"Female","Employed - at work","Part time",0,0,120,750,380,"Black only","Below $25k"
"Ohio","Less than $5,000","Black only",49,"Female","Employed - at work","Part time",0,140,0,765,0,"Black only","Below $25k"
"New Jersey","$30,000 to $34,999","White only",30,"Female","Employed - at work","Part time",15,134,160,650,301,"White only","$25k-$50k"
"California","$150,000 and over","White only",32,"Male","Employed - at work","Full time",445,90,60,555,105,"White only","$100k+"
"Utah","$25,000 to $29,999","White only",30,"Male","Employed - at work","Full time",480,70,0,635,60,"White only","$25k-$50k"
"Alabama","$40,000 to $49,999","White only",38,"Female","Employed - at work","Part time",465,0,275,600,60,"White only","$25k-$50k"
"Florida","$75,000 to $99,999","Asian only",41,"Male","Employed - at work","Full time",762,64,0,440,124,"Asian only","$75k-$100k"
"New Jersey","$15,000 to $19,999","White only",28,"Female","Employed - at work","Full time",0,14,75,770,87,"White only","Below $25k"
"Texas","$50,000 to $59,999","White only",40,"Male","Employed - at work","Full time",565,90,10,525,80,"White only","$50k-$75k"
"Indiana","$50,000 to $59,999","White only",44,"Female","Employed - at work","Full time",500,65,170,545,125,"White only","$50k-$75k"
"California","$150,000 and over","Asian only",36,"Male","Employed - at work","Full time",30,73,45,667,520,"Asian only","$100k+"
"Massachusetts","$150,000 and over","White only",44,"Female","Employed - at work","Part time",5,165,130,655,320,"White only","$100k+"
"Indiana","$15,000 to $19,999","White only",31,"Female","Employed - at work","Part time",140,10,315,545,225,"White only","Below $25k"
"California","$75,000 to $99,999","White only",39,"Male","Employed - at work","Full time",0,10,590,660,120,"White only","$75k-$100k"
"Missouri","$50,000 to $59,999","White only",43,"Male","Employed - at work","Full time",450,145,0,730,30,"White only","$50k-$75k"
"Pennsylvania","$75,000 to $99,999","White only",32,"Male","Employed - at work","Full time",0,42,210,440,343,"White only","$75k-$100k"
"Iowa","$75,000 to $99,999","White only",23,"Female","Employed - absent","Full time",0,74,95,966,180,"White only","$75k-$100k"
"Hawaii","$50,000 to $59,999","Hawaiian Pacific Islander only",35,"Female","Employed - at work","Full time",1140,70,0,155,60,"Mixed/Other","$50k-$75k"
"New Jersey","$40,000 to $49,999","Asian only",42,"Female","Employed - at work","Full time",120,86,112,465,396,"Asian only","$25k-$50k"
"California","$30,000 to $34,999","White only",25,"Male","Employed - at work","Full time",480,120,0,570,210,"White only","$25k-$50k"
"Michigan","$40,000 to $49,999","White only",46,"Male","Employed - at work","Full time",400,40,95,255,485,"White only","$25k-$50k"
"New Jersey","$50,000 to $59,999","White only",22,"Male","Employed - at work","Full time",0,15,0,945,355,"White only","$50k-$75k"
"Wisconsin","$60,000 to $74,999","White only",38,"Male","Employed - at work","Full time",643,21,0,495,244,"White only","$50k-$75k"
"District of Columbia","$40,000 to $49,999","White only",25,"Female","Employed - at work","Full time",0,0,0,785,610,"White only","$25k-$50k"
"California","$75,000 to $99,999","Asian only",18,"Female","Employed - at work","Part time",0,240,195,790,180,"Asian only","$75k-$100k"
"California","$75,000 to $99,999","White only",17,"Male","Employed - at work","Part time",251,83,12,715,266,"White only","$75k-$100k"
"Idaho","$12,500 to $14,999","White only",42,"Male","Employed - at work","Part time",240,70,50,630,335,"White only","Below $25k"
"Texas","$40,000 to $49,999","White only",40,"Female","Employed - at work","Full time",510,75,100,580,150,"White only","$25k-$50k"
"California","$100,000 to $149,999","Black only",31,"Male","Employed - at work","Full time",0,85,0,555,680,"Black only","$100k+"
"Montana","$40,000 to $49,999","White only",33,"Male","Employed - at work","Full time",532,60,198,325,155,"White only","$25k-$50k"
"California","$100,000 to $149,999","Asian only",46,"Male","Employed - at work","Full time",480,59,45,630,120,"Asian only","$100k+"
"New Jersey","$100,000 to $149,999","White only",44,"Female","Employed - at work","Part time",0,110,120,553,495,"White only","$100k+"
"Illinois","$50,000 to $59,999","White only",46,"Male","Employed - at work","Full time",600,113,0,542,75,"White only","$50k-$75k"
"Missouri","$35,000 to $39,999","White only",33,"Male","Employed - at work","Full time",0,147,300,743,140,"White only","$25k-$50k"
"Virginia","$150,000 and over","White only",47,"Female","Employed - at work","Full time",175,50,100,525,410,"White only","$100k+"
"Indiana","$7,500 to $9,999","White only",33,"Male","Employed - at work","Full time",0,110,10,500,525,"White only","Below $25k"
"Wisconsin","$40,000 to $49,999","White only",44,"Male","Employed - at work","Full time",240,55,20,450,145,"White only","$25k-$50k"
"Kentucky","$150,000 and over","White only",40,"Female","Employed - at work","Full time",107,115,235,415,0,"White only","$100k+"
"Pennsylvania","$20,000 to $24,999","White only",29,"Female","Employed - at work","Full time",510,130,210,510,45,"White only","Below $25k"
"New York","$150,000 and over","White only",39,"Female","Employed - at work","Full time",0,30,30,705,580,"White only","$100k+"
"Florida","$60,000 to $74,999","Black only",36,"Male","Employed - at work","Full time",735,75,0,500,30,"Black only","$50k-$75k"
"Pennsylvania","$150,000 and over","White only",41,"Female","Employed - at work","Part time",0,110,205,710,155,"White only","$100k+"
"South Carolina","$40,000 to $49,999","White only",38,"Male","Employed - at work","Full time",495,80,50,465,225,"White only","$25k-$50k"
"Pennsylvania","$150,000 and over","Asian only",32,"Male","Employed - at work","Full time",0,75,0,765,0,"Asian only","$100k+"
"Texas","$20,000 to $24,999","Black only",28,"Female","Employed - at work","Part time",0,220,0,720,310,"Black only","Below $25k"
"Virginia","$150,000 and over","White only",41,"Female","Employed - absent","Part time",0,110,250,585,45,"White only","$100k+"
"Washington","$50,000 to $59,999","White only",37,"Female","Employed - at work","Full time",363,112,20,660,10,"White only","$50k-$75k"
"California","$40,000 to $49,999","White only",32,"Male","Employed - at work","Full time",245,285,30,505,270,"White only","$25k-$50k"
"New York","$100,000 to $149,999","White only",45,"Male","Employed - at work","Full time",495,80,90,464,145,"White only","$100k+"
"Massachusetts","$60,000 to $74,999","White only",42,"Male","Employed - at work","Full time",0,10,0,480,250,"White only","$50k-$75k"
"California","$150,000 and over","White only",33,"Male","Employed - at work","Full time",2,110,283,625,225,"White only","$100k+"
"Wisconsin","$150,000 and over","White only",48,"Female","Employed - at work","Full time",0,0,465,585,300,"White only","$100k+"
"Ohio","$100,000 to $149,999","White only",42,"Female","Employed - at work","Full time",20,0,90,555,620,"White only","$100k+"
"Minnesota","$40,000 to $49,999","White only",46,"Female","Employed - at work","Full time",0,6,425,494,120,"White only","$25k-$50k"
"Oregon","$75,000 to $99,999","White only",39,"Male","Employed - at work","Full time",540,0,120,510,150,"White only","$75k-$100k"
"West Virginia","$35,000 to $39,999","White only",33,"Male","Employed - at work","Full time",380,50,60,600,220,"White only","$25k-$50k"
"Texas","$75,000 to $99,999","White only",41,"Female","Employed - at work","Full time",565,109,35,440,20,"White only","$75k-$100k"
"California","$75,000 to $99,999","White only",42,"Male","Employed - at work","Full time",570,40,90,550,130,"White only","$75k-$100k"
"Texas","$30,000 to $34,999","White only",37,"Female","Employed - at work","Full time",0,32,65,938,370,"White only","$25k-$50k"
"Wisconsin","$60,000 to $74,999","White only",32,"Male","Employed - at work","Full time",530,90,54,560,104,"White only","$50k-$75k"
"Texas","$60,000 to $74,999","White only",41,"Female","Employed - at work","Full time",0,170,265,740,20,"White only","$50k-$75k"
"Alabama","$50,000 to $59,999","White only",38,"Female","Employed - at work","Part time",355,175,10,545,110,"White only","$50k-$75k"
"California","$100,000 to $149,999","White only",28,"Female","Employed - at work","Full time",0,185,270,600,373,"White only","$100k+"
"Utah","$35,000 to $39,999","White only",32,"Female","Employed - at work","Part time",0,90,235,480,90,"White only","$25k-$50k"
"Texas","$75,000 to $99,999","White only",41,"Female","Employed - at work","Full time",0,100,235,660,175,"White only","$75k-$100k"
"Ohio","Less than $5,000","Asian only",30,"Female","Employed - at work","Part time",405,70,107,485,253,"Asian only","Below $25k"
"Washington","$75,000 to $99,999","White only",42,"Male","Employed - at work","Full time",620,97,30,475,40,"White only","$75k-$100k"
"Texas","$75,000 to $99,999","White only",37,"Female","Employed - at work","Full time",0,0,150,705,495,"White only","$75k-$100k"
"Pennsylvania","$60,000 to $74,999","White only",18,"Female","Employed - at work","Part time",490,33,0,480,342,"White only","$50k-$75k"
"California","$150,000 and over","Asian only",39,"Female","Employed - at work","Part time",0,130,330,633,105,"Asian only","$100k+"
"Mississippi","$30,000 to $34,999","White only",39,"Female","Employed - at work","Part time",500,50,57,355,268,"White only","$25k-$50k"
"Ohio","$7,500 to $9,999","Black only",41,"Female","Employed - at work","Part time",400,20,0,600,410,"Black only","Below $25k"
"California","$100,000 to $149,999","White only",49,"Male","Employed - at work","Full time",115,128,55,360,415,"White only","$100k+"
"Texas","$12,500 to $14,999","White only",30,"Male","Employed - at work","Full time",450,140,0,565,210,"White only","Below $25k"
"Pennsylvania","$50,000 to $59,999","White-Asian",27,"Male","Employed - at work","Full time",0,0,75,875,345,"Mixed/Other","$50k-$75k"
"Louisiana","$60,000 to $74,999","White only",49,"Female","Employed - at work","Part time",135,46,145,645,299,"White only","$50k-$75k"
"Tennessee","$30,000 to $34,999","White only",16,"Male","Employed - at work","Part time",0,145,5,305,585,"White only","$25k-$50k"
"California","$30,000 to $34,999","White only",40,"Male","Employed - at work","Full time",510,60,0,570,195,"White only","$25k-$50k"
"California","$40,000 to $49,999","White only",48,"Male","Employed - at work","Full time",0,30,0,600,710,"White only","$25k-$50k"
"California","$150,000 and over","White only",37,"Male","Employed - at work","Full time",0,0,180,630,360,"White only","$100k+"
"South Dakota","$20,000 to $24,999","White only",30,"Male","Employed - at work","Full time",90,70,125,635,360,"White only","Below $25k"
"Georgia","$30,000 to $34,999","White only",40,"Male","Employed - at work","Full time",0,0,150,660,450,"White only","$25k-$50k"
"North Carolina","$60,000 to $74,999","White only",36,"Male","Employed - at work","Full time",275,50,560,490,60,"White only","$50k-$75k"
"Ohio","$5,000 to $7,499","White only",26,"Female","Employed - at work","Part time",0,140,15,515,445,"White only","Below $25k"
"Maryland","$50,000 to $59,999","White only",42,"Male","Employed - at work","Full time",522,60,0,520,275,"White only","$50k-$75k"
"Minnesota","$150,000 and over","White only",49,"Male","Employed - at work","Full time",578,55,160,530,97,"White only","$100k+"
"Illinois","$15,000 to $19,999","White only",30,"Female","Employed - at work","Part time",435,35,30,655,210,"White only","Below $25k"
"Texas","$50,000 to $59,999","White only",25,"Female","Employed - at work","Full time",0,80,195,610,272,"White only","$50k-$75k"
"Connecticut","$50,000 to $59,999","White only",40,"Male","Employed - at work","Full time",0,31,140,679,180,"White only","$50k-$75k"
"Ohio","$60,000 to $74,999","White only",28,"Male","Employed - at work","Full time",600,160,0,280,325,"White only","$50k-$75k"
"Texas","$50,000 to $59,999","White only",16,"Female","Employed - at work","Part time",287,35,0,678,160,"White only","$50k-$75k"
"Minnesota","$60,000 to $74,999","White only",47,"Male","Employed - absent","Full time",0,52,60,638,495,"White only","$50k-$75k"
"Virginia","$100,000 to $149,999","White only",44,"Female","Employed - at work","Full time",30,179,135,505,285,"White only","$100k+"
"New York","$35,000 to $39,999","White only",43,"Male","Employed - at work","Full time",0,43,210,345,670,"White only","$25k-$50k"
"Colorado","$150,000 and over","White only",44,"Male","Employed - at work","Full time",110,115,100,425,355,"White only","$100k+"
"Minnesota","$100,000 to $149,999","White only",48,"Male","Employed - at work","Part time",0,120,55,450,779,"White only","$100k+"
"Minnesota","$75,000 to $99,999","White only",30,"Male","Employed - at work","Full time",0,0,195,510,210,"White only","$75k-$100k"
"Arkansas","$50,000 to $59,999","White only",26,"Female","Employed - at work","Full time",0,20,150,730,400,"White only","$50k-$75k"
"New Jersey","$100,000 to $149,999","White only",46,"Male","Employed - at work","Full time",465,145,0,513,90,"White only","$100k+"
"Indiana","$50,000 to $59,999","White only",38,"Female","Employed - at work","Part time",239,72,279,550,115,"White only","$50k-$75k"
"Kentucky","$10,000 to $12,499","White only",21,"Male","Employed - at work","Full time",655,30,0,535,185,"White only","Below $25k"
"Wyoming","$15,000 to $19,999","White only",34,"Male","Employed - absent","Full time",0,30,0,540,870,"White only","Below $25k"
"Indiana","$150,000 and over","White only",42,"Male","Employed - at work","Full time",540,75,45,540,175,"White only","$100k+"
"Maryland","$75,000 to $99,999","White only",45,"Male","Employed - at work","Full time",950,40,15,405,0,"White only","$75k-$100k"
"Minnesota","$100,000 to $149,999","White only",41,"Male","Employed - at work","Full time",454,90,146,470,0,"White only","$100k+"
"Colorado","$100,000 to $149,999","White only",40,"Male","Employed - at work","Full time",710,10,130,470,15,"White only","$100k+"
"California","$150,000 and over","White only",37,"Male","Employed - at work","Full time",795,30,0,465,0,"White only","$100k+"
"Texas","$60,000 to $74,999","White only",19,"Male","Employed - at work","Part time",359,34,83,526,325,"White only","$50k-$75k"
"North Carolina","$7,500 to $9,999","Black only",48,"Male","Employed - at work","Full time",525,30,0,380,415,"Black only","Below $25k"
"Washington","$75,000 to $99,999","White only",32,"Male","Employed - at work","Full time",424,134,85,470,215,"White only","$75k-$100k"
"Massachusetts","$75,000 to $99,999","White only",24,"Male","Employed - at work","Full time",205,35,20,640,525,"White only","$75k-$100k"
"Texas","$40,000 to $49,999","White only",37,"Male","Employed - at work","Full time",489,50,0,360,485,"White only","$25k-$50k"
"New York","$100,000 to $149,999","Asian only",39,"Male","Employed - at work","Full time",0,50,20,635,360,"Asian only","$100k+"
"Michigan","$60,000 to $74,999","White only",26,"Female","Employed - at work","Part time",0,120,120,580,195,"White only","$50k-$75k"
"Oklahoma","$35,000 to $39,999","Black only",27,"Female","Employed - at work","Full time",495,160,25,373,210,"Black only","$25k-$50k"
"California","$150,000 and over","Asian only",48,"Male","Employed - at work","Full time",465,80,40,560,70,"Asian only","$100k+"
"Illinois","$40,000 to $49,999","White only",41,"Female","Employed - at work","Full time",0,94,110,630,524,"White only","$25k-$50k"
"Michigan","$25,000 to $29,999","White only",41,"Female","Employed - at work","Part time",0,48,386,570,130,"White only","$25k-$50k"
"California","$150,000 and over","White only",48,"Female","Employed - at work","Full time",580,30,80,525,50,"White only","$100k+"
"Florida","$25,000 to $29,999","White only",45,"Male","Employed - at work","Full time",405,170,90,427,180,"White only","$25k-$50k"
"Alabama","$60,000 to $74,999","White only",30,"Male","Employed - at work","Full time",630,45,5,460,235,"White only","$50k-$75k"
"Indiana","$75,000 to $99,999","White only",36,"Female","Employed - at work","Full time",60,30,295,580,90,"White only","$75k-$100k"
"North Carolina","$50,000 to $59,999","Black only",16,"Male","Employed - at work","Part time",544,31,10,825,16,"Black only","$50k-$75k"
"West Virginia","$60,000 to $74,999","White only",39,"Female","Employed - at work","Full time",0,120,295,660,130,"White only","$50k-$75k"
"North Carolina","$60,000 to $74,999","White only",39,"Male","Employed - at work","Full time",745,90,10,345,80,"White only","$50k-$75k"
"Illinois","$60,000 to $74,999","White only",42,"Male","Employed - at work","Full time",530,21,7,526,351,"White only","$50k-$75k"
"Nevada","$50,000 to $59,999","White only",31,"Female","Employed - at work","Part time",15,105,0,525,617,"White only","$50k-$75k"
"Ohio","$40,000 to $49,999","White only",37,"Male","Employed - at work","Full time",0,30,0,750,630,"White only","$25k-$50k"
"Illinois","$25,000 to $29,999","White only",33,"Female","Employed - at work","Full time",20,200,0,605,330,"White only","$25k-$50k"
"California","$150,000 and over","White only",24,"Female","Employed - at work","Full time",0,40,240,800,180,"White only","$100k+"
"Missouri","$60,000 to $74,999","White only",45,"Female","Employed - at work","Full time",540,65,0,630,65,"White only","$50k-$75k"
"Kentucky","$50,000 to $59,999","White only",26,"Female","Employed - at work","Full time",765,180,5,387,85,"White only","$50k-$75k"
"California","$50,000 to $59,999","Black only",48,"Female","Employed - at work","Full time",650,180,0,535,0,"Black only","$50k-$75k"
"California","$150,000 and over","White only",27,"Female","Employed - at work","Full time",474,59,25,605,240,"White only","$100k+"
"Maine","$35,000 to $39,999","White only",16,"Female","Employed - at work","Part time",0,40,60,750,320,"White only","$25k-$50k"
"Florida","$40,000 to $49,999","White only",47,"Female","Employed - at work","Full time",595,40,80,490,90,"White only","$25k-$50k"
"Texas","$100,000 to $149,999","White only",28,"Female","Employed - at work","Full time",538,24,60,638,90,"White only","$100k+"
"Oklahoma","$150,000 and over","White only",42,"Female","Employed - at work","Part time",150,65,0,490,425,"White only","$100k+"
"Hawaii","$60,000 to $74,999","White-Asian",48,"Female","Employed - absent","Full time",0,56,60,650,60,"Mixed/Other","$50k-$75k"
"Hawaii","$150,000 and over","White-Asian-Hawaiian",37,"Male","Employed - at work","Full time",60,145,150,425,130,"Mixed/Other","$100k+"
"Indiana","$40,000 to $49,999","White only",20,"Male","Employed - at work","Full time",613,80,10,522,130,"White only","$25k-$50k"
"New York","$75,000 to $99,999","Black only",49,"Female","Employed - at work","Full time",445,115,65,465,260,"Black only","$75k-$100k"
"Texas","$100,000 to $149,999","Black only",49,"Female","Employed - at work","Full time",504,117,0,419,140,"Black only","$100k+"
"Virginia","$75,000 to $99,999","White only",45,"Male","Employed - at work","Full time",570,35,0,555,60,"White only","$75k-$100k"
"Texas","$150,000 and over","White only",42,"Male","Employed - at work","Full time",0,80,60,665,485,"White only","$100k+"
"Virginia","$150,000 and over","White only",48,"Male","Employed - at work","Full time",0,140,0,570,533,"White only","$100k+"
"Tennessee","$75,000 to $99,999","White only",44,"Female","Employed - at work","Full time",482,89,94,491,202,"White only","$75k-$100k"
"Georgia","$40,000 to $49,999","White only",31,"Female","Employed - at work","Part time",0,50,400,680,90,"White only","$25k-$50k"
"Illinois","$100,000 to $149,999","White only",46,"Male","Employed - at work","Full time",0,50,185,750,315,"White only","$100k+"
"California","$60,000 to $74,999","Asian only",43,"Female","Employed - at work","Full time",682,75,5,465,158,"Asian only","$50k-$75k"
"Indiana","$40,000 to $49,999","White only",28,"Female","Employed - at work","Full time",0,175,45,743,120,"White only","$25k-$50k"
"North Carolina","$100,000 to $149,999","Asian only",34,"Male","Employed - at work","Full time",860,65,10,410,30,"Asian only","$100k+"
"Kansas","$20,000 to $24,999","Black only",32,"Male","Employed - at work","Full time",705,60,30,394,205,"Black only","Below $25k"
"Florida","$50,000 to $59,999","White-Black",15,"Female","Employed - at work","Part time",0,55,20,606,276,"Mixed/Other","$50k-$75k"
"Florida","$40,000 to $49,999","White only",33,"Female","Employed - at work","Full time",95,10,205,650,340,"White only","$25k-$50k"
"Texas","$40,000 to $49,999","White only",41,"Male","Employed - at work","Full time",360,90,0,450,260,"White only","$25k-$50k"
"Virginia","$150,000 and over","White only",41,"Male","Employed - at work","Full time",0,120,30,585,450,"White only","$100k+"
"Texas","$40,000 to $49,999","Black only",34,"Female","Employed - at work","Part time",590,90,30,570,130,"Black only","$25k-$50k"
"Michigan","$25,000 to $29,999","White only",49,"Male","Employed - at work","Full time",630,70,0,540,60,"White only","$25k-$50k"
"California","$75,000 to $99,999","White only",41,"Female","Employed - at work","Part time",60,150,110,650,345,"White only","$75k-$100k"
"Colorado","$40,000 to $49,999","White only",30,"Female","Employed - at work","Full time",540,61,0,300,539,"White only","$25k-$50k"
"Virginia","$100,000 to $149,999","Black only",41,"Male","Employed - at work","Full time",770,90,0,460,0,"Black only","$100k+"
"Washington","$20,000 to $24,999","White only",49,"Female","Employed - at work","Full time",345,137,108,557,250,"White only","Below $25k"
"Kentucky","$100,000 to $149,999","White only",34,"Male","Employed - at work","Full time",0,135,365,354,465,"White only","$100k+"
"Ohio","$30,000 to $34,999","White only",33,"Male","Employed - at work","Full time",0,85,75,455,673,"White only","$25k-$50k"
"Michigan","$75,000 to $99,999","White only",35,"Male","Employed - at work","Full time",535,90,255,410,90,"White only","$75k-$100k"
"Kansas","$75,000 to $99,999","White only",28,"Female","Employed - at work","Full time",0,20,105,735,355,"White only","$75k-$100k"
"Indiana","$100,000 to $149,999","White only",42,"Male","Employed - at work","Full time",446,72,5,510,115,"White only","$100k+"
"Ohio","$25,000 to $29,999","White only",23,"Female","Employed - at work","Full time",0,51,45,555,529,"White only","$25k-$50k"
"Washington","$60,000 to $74,999","White only",36,"Male","Employed - at work","Full time",465,170,20,440,165,"White only","$50k-$75k"
"Illinois","$100,000 to $149,999","White only",30,"Male","Employed - at work","Full time",705,20,30,540,90,"White only","$100k+"
"Illinois","$60,000 to $74,999","White only",31,"Male","Employed - at work","Full time",385,55,10,600,310,"White only","$50k-$75k"
"Mississippi","$150,000 and over","White only",44,"Female","Employed - at work","Part time",0,140,15,525,192,"White only","$100k+"
"Minnesota","$150,000 and over","White only",45,"Male","Employed - at work","Full time",480,60,55,530,105,"White only","$100k+"
"Maryland","$100,000 to $149,999","White only",36,"Male","Employed - at work","Full time",765,0,120,390,75,"White only","$100k+"
"Rhode Island","$100,000 to $149,999","White only",24,"Female","Employed - at work","Part time",0,163,40,468,540,"White only","$100k+"
"Virginia","$100,000 to $149,999","White only",49,"Female","Employed - at work","Part time",0,20,315,570,175,"White only","$100k+"
"Pennsylvania","$30,000 to $34,999","White only",46,"Female","Employed - at work","Full time",0,90,275,715,90,"White only","$25k-$50k"
"Louisiana","$75,000 to $99,999","White only",47,"Female","Employed - at work","Part time",540,80,45,535,165,"White only","$75k-$100k"
"Washington","$100,000 to $149,999","White only",41,"Female","Employed - at work","Full time",0,135,50,840,70,"White only","$100k+"
"Washington","$100,000 to $149,999","White only",31,"Female","Employed - at work","Part time",0,54,295,520,80,"White only","$100k+"
"Louisiana","$100,000 to $149,999","White only",46,"Female","Employed - at work","Part time",162,111,170,540,30,"White only","$100k+"
"Alaska","$25,000 to $29,999","White only",37,"Female","Employed - at work","Part time",150,30,315,610,190,"White only","$25k-$50k"
"New Jersey","$40,000 to $49,999","Black only",26,"Female","Employed - at work","Full time",180,310,0,240,605,"Black only","$25k-$50k"
"New York","$50,000 to $59,999","Black only",48,"Female","Employed - at work","Full time",493,90,80,515,210,"Black only","$50k-$75k"
"Wisconsin","$50,000 to $59,999","White only",45,"Female","Employed - at work","Part time",0,130,130,460,305,"White only","$50k-$75k"
"Arizona","$100,000 to $149,999","White only",36,"Female","Employed - at work","Part time",0,155,90,655,185,"White only","$100k+"
"New York","$25,000 to $29,999","Black only",38,"Male","Employed - at work","Full time",450,133,0,400,401,"Black only","$25k-$50k"
"Tennessee","$100,000 to $149,999","White only",43,"Female","Employed - at work","Full time",0,50,105,660,60,"White only","$100k+"
"Texas","$100,000 to $149,999","Asian only",35,"Male","Employed - at work","Full time",0,0,0,720,675,"Asian only","$100k+"
"Texas","$50,000 to $59,999","White only",18,"Male","Employed - at work","Part time",0,0,0,675,585,"White only","$50k-$75k"
"Oklahoma","$40,000 to $49,999","White only",25,"Female","Employed - at work","Full time",550,20,145,540,120,"White only","$25k-$50k"
"Nebraska","$40,000 to $49,999","White only",38,"Male","Employed - at work","Full time",900,0,30,430,0,"White only","$25k-$50k"
"Nebraska","$75,000 to $99,999","White only",37,"Female","Employed - at work","Part time",90,77,90,506,270,"White only","$75k-$100k"
"Montana","$15,000 to $19,999","White only",39,"Male","Employed - at work","Full time",1040,0,30,310,0,"White only","Below $25k"
"Indiana","$150,000 and over","White only",17,"Female","Employed - at work","Part time",0,75,0,690,210,"White only","$100k+"
"Florida","$75,000 to $99,999","White-Asian",20,"Male","Employed - at work","Full time",480,50,20,350,470,"Mixed/Other","$75k-$100k"
"Wisconsin","$100,000 to $149,999","White only",46,"Female","Employed - at work","Part time",0,0,159,605,521,"White only","$100k+"
"Mississippi","$75,000 to $99,999","White only",46,"Female","Employed - at work","Part time",0,55,125,630,174,"White only","$75k-$100k"
"California","$20,000 to $24,999","White only",40,"Male","Employed - at work","Full time",480,60,0,655,150,"White only","Below $25k"
"Vermont","$60,000 to $74,999","White only",34,"Male","Employed - at work","Full time",473,27,0,540,180,"White only","$50k-$75k"
"Nevada","$75,000 to $99,999","Black only",43,"Male","Employed - at work","Full time",470,50,0,600,150,"Black only","$75k-$100k"
"Minnesota","$100,000 to $149,999","White only",29,"Male","Employed - at work","Full time",390,69,20,475,359,"White only","$100k+"
"California","$100,000 to $149,999","White only",45,"Male","Employed - at work","Full time",0,65,285,570,470,"White only","$100k+"
"Kansas","$20,000 to $24,999","White only",28,"Male","Employed - at work","Full time",0,50,180,497,300,"White only","Below $25k"
"Alaska","$40,000 to $49,999","White only",37,"Female","Employed - at work","Full time",485,87,55,540,178,"White only","$25k-$50k"
"North Carolina","$60,000 to $74,999","White only",42,"Male","Employed - at work","Part time",415,117,40,553,75,"White only","$50k-$75k"
"Tennessee","$50,000 to $59,999","Black only",30,"Male","Employed - at work","Full time",0,20,60,795,485,"Black only","$50k-$75k"
"Massachusetts","$150,000 and over","Black only",48,"Male","Employed - at work","Full time",465,205,160,345,140,"Black only","$100k+"
"California","$75,000 to $99,999","White only",45,"Male","Employed - at work","Full time",0,105,98,565,190,"White only","$75k-$100k"
"Illinois","$150,000 and over","White only",47,"Male","Employed - at work","Full time",450,60,90,480,210,"White only","$100k+"
"South Carolina","$75,000 to $99,999","White only",39,"Male","Employed - at work","Full time",0,380,0,455,595,"White only","$75k-$100k"
"California","$100,000 to $149,999","Asian only",36,"Male","Employed - at work","Full time",518,40,0,577,145,"Asian only","$100k+"
"Minnesota","$100,000 to $149,999","White only",31,"Female","Employed - at work","Full time",0,30,398,577,40,"White only","$100k+"
"New York","$50,000 to $59,999","White only",34,"Male","Employed - at work","Full time",815,110,0,360,60,"White only","$50k-$75k"
"Texas","$35,000 to $39,999","White only",37,"Female","Employed - at work","Full time",360,60,0,719,120,"White only","$25k-$50k"
"Tennessee","$100,000 to $149,999","White only",22,"Female","Employed - at work","Full time",239,116,0,635,299,"White only","$100k+"
"Georgia","$100,000 to $149,999","White only",28,"Male","Employed - at work","Full time",0,75,30,705,150,"White only","$100k+"
"Texas","$50,000 to $59,999","White only",38,"Male","Employed - at work","Full time",659,61,0,580,120,"White only","$50k-$75k"
"Ohio","$60,000 to $74,999","White only",32,"Male","Employed - at work","Full time",120,135,120,100,815,"White only","$50k-$75k"
"Georgia","$75,000 to $99,999","Asian only",37,"Male","Employed - at work","Full time",0,115,40,670,475,"Asian only","$75k-$100k"
"Pennsylvania","$40,000 to $49,999","White only",38,"Female","Employed - at work","Part time",0,50,35,680,310,"White only","$25k-$50k"
"New Jersey","$50,000 to $59,999","White only",29,"Female","Employed - at work","Part time",120,50,295,630,295,"White only","$50k-$75k"
"Tennessee","$60,000 to $74,999","White only",19,"Female","Employed - at work","Full time",455,50,20,710,75,"White only","$50k-$75k"
"New York","$60,000 to $74,999","White only",44,"Female","Employed - at work","Full time",668,30,97,452,112,"White only","$50k-$75k"
"New York","$100,000 to $149,999","White only",48,"Female","Employed - at work","Full time",285,70,90,445,255,"White only","$100k+"
"Washington","$50,000 to $59,999","White only",31,"Female","Employed - at work","Full time",525,135,45,520,0,"White only","$50k-$75k"
