state,fam_income,race,age,sex,emp,fullpart,work,travel,household,pcare,leisure
Indiana,"$50,000 to $59,999",White only,38,Female,Employed - at work,Part time,239,72,279,550,115
Kentucky,"$10,000 to $12,499",White only,21,Male,Employed - at work,Full time,655,30,0,535,185
Wyoming,"$15,000 to $19,999",White only,34,Male,Employed - absent,Full time,0,30,0,540,870
Indiana,"$150,000 and over",White only,42,Male,Employed - at work,Full time,540,75,45,540,175
Maryland,"$75,000 to $99,999",White only,45,Male,Employed - at work,Full time,950,40,15,405,0
Minnesota,"$100,000 to $149,999",White only,41,Male,Employed - at work,Full time,454,90,146,470,0
Colorado,"$100,000 to $149,999",White only,40,Male,Employed - at work,Full time,710,10,130,470,15
California,"$150,000 and over",White only,37,Male,Employed - at work,Full time,795,30,0,465,0
Texas,"$60,000 to $74,999",White only,19,Male,Employed - at work,Part time,359,34,83,526,325
North Carolina,"$7,500 to $9,999",Black only,48,Male,Employed - at work,Full time,525,30,0,380,415
Washington,"$75,000 to $99,999",White only,32,Male,Employed - at work,Full time,424,134,85,470,215
Massachusetts,"$75,000 to $99,999",White only,24,Male,Employed - at work,Full time,205,35,20,640,525
Texas,"$40,000 to $49,999",White only,37,Male,Employed - at work,Full time,489,50,0,360,485
New York,"$100,000 to $149,999",Asian only,39,Male,Employed - at work,Full time,0,50,20,635,360
Michigan,"$60,000 to $74,999",White only,26,Female,Employed - at work,Part time,0,120,120,580,195
Oklahoma,"$35,000 to $39,999",Black only,27,Female,Employed - at work,Full time,495,160,25,373,210
California,"$150,000 and over",Asian only,48,Male,Employed - at work,Full time,465,80,40,560,70
Illinois,"$40,000 to $49,999",White only,41,Female,Employed - at work,Full time,0,94,110,630,524
Michigan,"$25,000 to $29,999",White only,41,Female,Employed - at work,Part time,0,48,386,570,130
California,"$150,000 and over",White only,48,Female,Employed - at work,Full time,580,30,80,525,50
Florida,"$25,000 to $29,999",White only,45,Male,Employed - at work,Full time,405,170,90,427,180
Alabama,"$60,000 to $74,999",White only,30,Male,Employed - at work,Full time,630,45,5,460,235
Indiana,"$75,000 to $99,999",White only,36,Female,Employed - at work,Full time,60,30,295,580,90
North Carolina,"$50,000 to $59,999",Black only,16,Male,Employed - at work,Part time,544,31,10,825,16
West Virginia,"$60,000 to $74,999",White only,39,Female,Employed - at work,Full time,0,120,295,660,130
North Carolina,"$60,000 to $74,999",White only,39,Male,Employed - at work,Full time,745,90,10,345,80
Illinois,"$60,000 to $74,999",White only,42,Male,Employed - at work,Full time,530,21,7,526,351
Nevada,"$50,000 to $59,999",White only,31,Female,Employed - at work,Part time,15,105,0,525,617
Ohio,"$40,000 to $49,999",White only,37,Male,Employed - at work,Full time,0,30,0,750,630
Illinois,"$25,000 to $29,999",White only,33,Female,Employed - at work,Full time,20,200,0,605,330
California,"$150,000 and over",White only,24,Female,Employed - at work,Full time,0,40,240,800,180
Missouri,"$60,000 to $74,999",White only,45,Female,Employed - at work,Full time,540,65,0,630,65
Kentucky,"$50,000 to $59,999",White only,26,Female,Employed - at work,Full time,765,180,5,387,85
California,"$50,000 to $59,999",Black only,48,Female,Employed - at work,Full time,650,180,0,535,0
California,"$150,000 and over",White only,27,Female,Employed - at work,Full time,474,59,25,605,240
Maine,"$35,000 to $39,999",White only,16,Female,Employed - at work,Part time,0,40,60,750,320
Florida,"$40,000 to $49,999",White only,47,Female,Employed - at work,Full time,595,40,80,490,90
Texas,"$100,000 to $149,999",White only,28,Female,Employed - at work,Full time,538,24,60,638,90
Oklahoma,"$150,000 and over",White only,42,Female,Employed - at work,Part time,150,65,0,490,425
Hawaii,"$60,000 to $74,999",White-Asian,48,Female,Employed - absent,Full time,0,56,60,650,60
Hawaii,"$150,000 and over",White-Asian-Hawaiian,37,Male,Employed - at work,Full time,60,145,150,425,130
Indiana,"$40,000 to $49,999",White only,20,Male,Employed - at work,Full time,613,80,10,522,130
New York,"$75,000 to $99,999",Black only,49,Female,Employed - at work,Full time,445,115,65,465,260
Texas,"$100,000 to $149,999",Black only,49,Female,Employed - at work,Full time,504,117,0,419,140
Virginia,"$75,000 to $99,999",White only,45,Male,Employed - at work,Full time,570,35,0,555,60
Texas,"$150,000 and over",White only,42,Male,Employed - at work,Full time,0,80,60,665,485
Virginia,"$150,000 and over",White only,48,Male,Employed - at work,Full time,0,140,0,570,533
Tennessee,"$75,000 to $99,999",White only,44,Female,Employed - at work,Full time,482,89,94,491,202
Georgia,"$40,000 to $49,999",White only,31,Female,Employed - at work,Part time,0,50,400,680,90
Illinois,"$100,000 to $149,999",White only,46,Male,Employed - at work,Full time,0,50,185,750,315
California,"$60,000 to $74,999",Asian only,43,Female,Employed - at work,Full time,682,75,5,465,158
Indiana,"$40,000 to $49,999",White only,28,Female,Employed - at work,Full time,0,175,45,743,120
North Carolina,"$100,000 to $149,999",Asian only,34,Male,Employed - at work,Full time,860,65,10,410,30
Kansas,"$20,000 to $24,999",Black only,32,Male,Employed - at work,Full time,705,60,30,394,205
Florida,"$50,000 to $59,999",White-Black,15,Female,Employed - at work,Part time,0,55,20,606,276
Florida,"$40,000 to $49,999",White only,33,Female,Employed - at work,Full time,95,10,205,650,340
Texas,"$40,000 to $49,999",White only,41,Male,Employed - at work,Full time,360,90,0,450,260
Virginia,"$150,000 and over",White only,41,Male,Employed - at work,Full time,0,120,30,585,450
Texas,"$40,000 to $49,999",Black only,34,Female,Employed - at work,Part time,590,90,30,570,130
Michigan,"$25,000 to $29,999",White only,49,Male,Employed - at work,Full time,630,70,0,540,60
California,"$75,000 to $99,999",White only,41,Female,Employed - at work,Part time,60,150,110,650,345
Colorado,"$40,000 to $49,999",White only,30,Female,Employed - at work,Full time,540,61,0,300,539
Virginia,"$100,000 to $149,999",Black only,41,Male,Employed - at work,Full time,770,90,0,460,0
Washington,"$20,000 to $24,999",White only,49,Female,Employed - at work,Full time,345,137,108,557,250
Kentucky,"$100,000 to $149,999",White only,34,Male,Employed - at work,Full time,0,135,365,354,465
Ohio,"$30,000 to $34,999",White only,33,Male,Employed - at work,Full time,0,85,75,455,673
Michigan,"$75,000 to $99,999",White only,35,Male,Employed - at work,Full time,535,90,255,410,90
Kansas,"$75,000 to $99,999",White only,28,Female,Employed - at work,Full time,0,20,105,735,355
Indiana,"$100,000 to $149,999",White only,42,Male,Employed - at work,Full time,446,72,5,510,115
Ohio,"$25,000 to $29,999",White only,23,Female,Employed - at work,Full time,0,51,45,555,529
Washington,"$60,000 to $74,999",White only,36,Male,Employed - at work,Full time,465,170,20,440,165
Illinois,"$100,000 to $149,999",White only,30,Male,Employed - at work,Full time,705,20,30,540,90
Illinois,"$60,000 to $74,999",White only,31,Male,Employed - at work,Full time,385,55,10,600,310
Mississippi,"$150,000 and over",White only,44,Female,Employed - at work,Part time,0,140,15,525,192
Minnesota,"$150,000 and over",White only,45,Male,Employed - at work,Full time,480,60,55,530,105
Maryland,"$100,000 to $149,999",White only,36,Male,Employed - at work,Full time,765,0,120,390,75
Rhode Island,"$100,000 to $149,999",White only,24,Female,Employed - at work,Part time,0,163,40,468,540
Virginia,"$100,000 to $149,999",White only,49,Female,Employed - at work,Part time,0,20,315,570,175
Pennsylvania,"$30,000 to $34,999",White only,46,Female,Employed - at work,Full time,0,90,275,715,90
Louisiana,"$75,000 to $99,999",White only,47,Female,Employed - at work,Part time,540,80,45,535,165
Washington,"$100,000 to $149,999",White only,41,Female,Employed - at work,Full time,0,135,50,840,70
Washington,"$100,000 to $149,999",White only,31,Female,Employed - at work,Part time,0,54,295,520,80
Louisiana,"$100,000 to $149,999",White only,46,Female,Employed - at work,Part time,162,111,170,540,30
Alaska,"$25,000 to $29,999",White only,37,Female,Employed - at work,Part time,150,30,315,610,190
New Jersey,"$40,000 to $49,999",Black only,26,Female,Employed - at work,Full time,180,310,0,240,605
New York,"$50,000 to $59,999",Black only,48,Female,Employed - at work,Full time,493,90,80,515,210
Wisconsin,"$50,000 to $59,999",White only,45,Female,Employed - at work,Part time,0,130,130,460,305
Arizona,"$100,000 to $149,999",White only,36,Female,Employed - at work,Part time,0,155,90,655,185
New York,"$25,000 to $29,999",Black only,38,Male,Employed - at work,Full time,450,133,0,400,401
Tennessee,"$100,000 to $149,999",White only,43,Female,Employed - at work,Full time,0,50,105,660,60
Texas,"$100,000 to $149,999",Asian only,35,Male,Employed - at work,Full time,0,0,0,720,675
Texas,"$50,000 to $59,999",White only,18,Male,Employed - at work,Part time,0,0,0,675,585
Oklahoma,"$40,000 to $49,999",White only,25,Female,Employed - at work,Full time,550,20,145,540,120
Nebraska,"$40,000 to $49,999",White only,38,Male,Employed - at work,Full time,900,0,30,430,0
Nebraska,"$75,000 to $99,999",White only,37,Female,Employed - at work,Part time,90,77,90,506,270
Montana,"$15,000 to $19,999",White only,39,Male,Employed - at work,Full time,1040,0,30,310,0
Indiana,"$150,000 and over",White only,17,Female,Employed - at work,Part time,0,75,0,690,210
Florida,"$75,000 to $99,999",White-Asian,20,Male,Employed - at work,Full time,480,50,20,350,470
Wisconsin,"$100,000 to $149,999",White only,46,Female,Employed - at work,Part time,0,0,159,605,521
Mississippi,"$75,000 to $99,999",White only,46,Female,Employed - at work,Part time,0,55,125,630,174
California,"$20,000 to $24,999",White only,40,Male,Employed - at work,Full time,480,60,0,655,150
Vermont,"$60,000 to $74,999",White only,34,Male,Employed - at work,Full time,473,27,0,540,180
Nevada,"$75,000 to $99,999",Black only,43,Male,Employed - at work,Full time,470,50,0,600,150
Minnesota,"$100,000 to $149,999",White only,29,Male,Employed - at work,Full time,390,69,20,475,359
California,"$100,000 to $149,999",White only,45,Male,Employed - at work,Full time,0,65,285,570,470
Kansas,"$20,000 to $24,999",White only,28,Male,Employed - at work,Full time,0,50,180,497,300
Alaska,"$40,000 to $49,999",White only,37,Female,Employed - at work,Full time,485,87,55,540,178
North Carolina,"$60,000 to $74,999",White only,42,Male,Employed - at work,Part time,415,117,40,553,75
Tennessee,"$50,000 to $59,999",Black only,30,Male,Employed - at work,Full time,0,20,60,795,485
Massachusetts,"$150,000 and over",Black only,48,Male,Employed - at work,Full time,465,205,160,345,140
California,"$75,000 to $99,999",White only,45,Male,Employed - at work,Full time,0,105,98,565,190
Illinois,"$150,000 and over",White only,47,Male,Employed - at work,Full time,450,60,90,480,210
South Carolina,"$75,000 to $99,999",White only,39,Male,Employed - at work,Full time,0,380,0,455,595
California,"$100,000 to $149,999",Asian only,36,Male,Employed - at work,Full time,518,40,0,577,145
Minnesota,"$100,000 to $149,999",White only,31,Female,Employed - at work,Full time,0,30,398,577,40
New York,"$50,000 to $59,999",White only,34,Male,Employed - at work,Full time,815,110,0,360,60
Texas,"$35,000 to $39,999",White only,37,Female,Employed - at work,Full time,360,60,0,719,120
Tennessee,"$100,000 to $149,999",White only,22,Female,Employed - at work,Full time,239,116,0,635,299
Georgia,"$100,000 to $149,999",White only,28,Male,Employed - at work,Full time,0,75,30,705,150
Texas,"$50,000 to $59,999",White only,38,Male,Employed - at work,Full time,659,61,0,580,120
Ohio,"$60,000 to $74,999",White only,32,Male,Employed - at work,Full time,120,135,120,100,815
Georgia,"$75,000 to $99,999",Asian only,37,Male,Employed - at work,Full time,0,115,40,670,475
Pennsylvania,"$40,000 to $49,999",White only,38,Female,Employed - at work,Part time,0,50,35,680,310
New Jersey,"$50,000 to $59,999",White only,29,Female,Employed - at work,Part time,120,50,295,630,295
Tennessee,"$60,000 to $74,999",White only,19,Female,Employed - at work,Full time,455,50,20,710,75
New York,"$60,000 to $74,999",White only,44,Female,Employed - at work,Full time,668,30,97,452,112
New York,"$100,000 to $149,999",White only,48,Female,Employed - at work,Full time,285,70,90,445,255
Washington,"$50,000 to $59,999",White only,31,Female,Employed - at work,Full time,525,135,45,520,0
Minnesota,"$7,500 to $9,999",Black only,31,Female,Employed - at work,Full time,0,10,90,720,350
North Carolina,"$50,000 to $59,999",White only,29,Female,Employed - at work,Full time,75,120,120,800,150
Florida,"$150,000 and over",White only,49,Male,Employed - absent,Full time,15,40,90,570,540
Virginia,"$100,000 to $149,999",White only,37,Male,Employed - at work,Full time,0,105,240,615,240
Louisiana,"$100,000 to $149,999",White only,31,Female,Employed - at work,Part time,294,122,122,360,261
California,"$60,000 to $74,999",White only,48,Female,Employed - at work,Full time,0,45,180,540,435
Mississippi,"$150,000 and over",Black only,45,Male,Employed - at work,Full time,0,105,225,665,160
Oregon,"$100,000 to $149,999",White only,34,Female,Employed - at work,Full time,630,95,30,540,0
Illinois,"$150,000 and over",White only,42,Male,Employed - at work,Full time,300,73,0,570,90
North Carolina,"$75,000 to $99,999",Black only,48,Female,Employed - at work,Full time,0,70,40,580,645
Alabama,"$20,000 to $24,999",White only,43,Male,Employed - at work,Full time,327,123,30,495,225
New York,"$75,000 to $99,999",Black only,31,Female,Employed - at work,Part time,0,90,0,600,85
California,"$100,000 to $149,999",White only,33,Female,Employed - at work,Full time,0,105,95,690,370
Michigan,"$100,000 to $149,999",White only,34,Female,Employed - at work,Full time,60,10,0,720,205
Ohio,"$60,000 to $74,999",White only,32,Male,Employed - at work,Full time,610,40,60,490,180
Georgia,"$20,000 to $24,999",Black only,16,Male,Employed - at work,Part time,0,90,2,751,100
Arizona,"$75,000 to $99,999",White only,44,Female,Employed - at work,Full time,441,71,0,560,287
California,"$35,000 to $39,999",White only,22,Female,Employed - at work,Full time,480,77,0,578,180
Washington,"$100,000 to $149,999",White only,39,Female,Employed - at work,Full time,0,225,60,660,385
Mississippi,"$5,000 to $7,499",Black only,29,Male,Employed - at work,Full time,540,58,0,613,92
Vermont,"$100,000 to $149,999",White only,48,Male,Employed - at work,Full time,0,45,450,600,165
New York,"$100,000 to $149,999",White only,43,Female,Employed - at work,Full time,0,145,155,525,195
North Carolina,"$100,000 to $149,999",White only,16,Female,Employed - at work,Part time,35,157,20,585,120
Missouri,"$100,000 to $149,999",White only,42,Male,Employed - at work,Full time,0,60,0,630,720
Wisconsin,"$50,000 to $59,999",White only,28,Male,Employed - at work,Full time,510,5,20,540,210
California,"$75,000 to $99,999",White only,44,Male,Employed - at work,Full time,455,45,125,545,125
California,"$40,000 to $49,999",White only,45,Female,Employed - at work,Full time,0,16,180,854,210
New York,"$150,000 and over",White only,37,Male,Employed - at work,Full time,225,230,0,480,135
Pennsylvania,"$60,000 to $74,999",White only,34,Male,Employed - at work,Full time,376,144,0,525,290
California,"$150,000 and over",White only,23,Male,Employed - at work,Full time,0,240,0,390,576
Minnesota,"$40,000 to $49,999",White only,49,Female,Employed - at work,Full time,0,15,235,660,425
Tennessee,"$60,000 to $74,999",White only,32,Male,Employed - at work,Full time,765,55,0,450,90
Montana,"$35,000 to $39,999",White only,36,Female,Employed - at work,Full time,517,23,0,635,240
South Carolina,"$30,000 to $34,999",Black only,32,Female,Employed - at work,Full time,506,46,15,524,284
Iowa,"$100,000 to $149,999",White only,23,Female,Employed - at work,Full time,627,83,0,430,262
California,"$100,000 to $149,999",White only,47,Male,Employed - at work,Full time,240,149,420,530,67
Alabama,"$35,000 to $39,999",White only,29,Male,Employed - at work,Full time,0,33,457,555,395
Colorado,"$150,000 and over",White only,40,Male,Employed - at work,Full time,0,160,110,530,90
Washington,"$150,000 and over",White only,34,Male,Employed - at work,Full time,489,40,45,470,240
Florida,"$150,000 and over",White only,40,Male,Employed - at work,Full time,0,195,60,430,290
New Mexico,"$50,000 to $59,999",White only,36,Male,Employed - at work,Full time,0,60,135,600,285
Michigan,"$100,000 to $149,999",White only,35,Male,Employed - at work,Full time,495,10,0,520,355
Texas,"$150,000 and over",White only,48,Male,Employed - at work,Full time,60,122,0,540,418
Maine,"$75,000 to $99,999",White only,44,Female,Employed - at work,Full time,539,70,105,590,30
California,"$40,000 to $49,999",White only,41,Female,Employed - at work,Full time,480,100,87,542,30
California,"$20,000 to $24,999",Black only,45,Female,Employed - at work,Full time,210,40,0,790,400
California,"$150,000 and over",Asian only,46,Female,Employed - at work,Full time,0,30,30,720,235
Massachusetts,"$60,000 to $74,999",White only,37,Female,Employed - at work,Full time,525,40,25,650,150
Washington,"$75,000 to $99,999",Asian only,48,Male,Employed - at work,Full time,495,65,60,500,210
Missouri,"$150,000 and over",White-Asian,45,Male,Employed - at work,Full time,0,155,0,450,465
California,"$150,000 and over",White only,22,Female,Employed - at work,Full time,0,85,0,760,470
California,"$20,000 to $24,999",Asian only,28,Female,Employed - at work,Full time,507,90,100,580,45
Oklahoma,"$75,000 to $99,999",White only,39,Female,Employed - at work,Full time,565,40,240,435,130
Florida,"$60,000 to $74,999",White only,44,Female,Employed - at work,Full time,470,45,225,420,175
District of Columbia,"$100,000 to $149,999",White only,42,Male,Employed - at work,Full time,0,0,60,570,330
Iowa,"$10,000 to $12,499",White only,33,Female,Employed - at work,Full time,461,12,227,500,33
Minnesota,"$100,000 to $149,999",White only,38,Male,Employed - at work,Full time,0,60,45,370,920
Indiana,"$100,000 to $149,999",White only,40,Male,Employed - at work,Full time,0,62,170,520,504
Washington,"$35,000 to $39,999",Asian only,49,Male,Employed - at work,Full time,435,75,45,495,210
Texas,"$60,000 to $74,999",White only,42,Female,Employed - absent,Full time,0,15,0,690,600
New Jersey,"$150,000 and over",White only,43,Male,Employed - at work,Full time,385,158,45,525,225
Alabama,"$30,000 to $34,999",Black only,47,Female,Employed - at work,Full time,240,65,140,425,480
Ohio,"$7,500 to $9,999",White only,40,Female,Employed - at work,Part time,0,0,315,510,180
Indiana,"$30,000 to $34,999",White only,36,Female,Employed - at work,Part time,283,4,390,450,208
Washington,"$60,000 to $74,999",White only,42,Male,Employed - at work,Full time,105,65,0,640,300
Indiana,"$10,000 to $12,499",Black only,30,Female,Employed - at work,Part time,405,40,55,490,346
New York,"$20,000 to $24,999",Black only,46,Male,Employed - at work,Part time,0,0,0,930,330
New York,"$50,000 to $59,999",White only,34,Female,Employed - at work,Full time,423,61,15,562,112
Wisconsin,"Less than $5,000",White only,22,Male,Employed - at work,Part time,480,40,0,440,360
Virginia,"$30,000 to $34,999",White only,17,Male,Employed - at work,Part time,239,21,30,555,245
New York,"$75,000 to $99,999",Black only,35,Female,Employed - at work,Full time,325,0,360,565,30
Wisconsin,"$75,000 to $99,999",White only,37,Female,Employed - at work,Part time,0,40,160,450,340
New York,"$20,000 to $24,999",White only,32,Female,Employed - at work,Part time,0,85,50,835,180
Texas,"$35,000 to $39,999",White only,26,Male,Employed - at work,Full time,180,0,210,720,240
California,"$40,000 to $49,999",White only,20,Female,Employed - absent,Full time,0,50,310,655,220
Illinois,"$40,000 to $49,999",White only,48,Female,Employed - at work,Full time,498,116,65,538,95
Maryland,"$50,000 to $59,999",White only,32,Male,Employed - at work,Full time,655,60,0,485,120
New York,"$75,000 to $99,999",White only,39,Female,Employed - at work,Full time,475,10,45,570,190
Pennsylvania,"$100,000 to $149,999",White only,32,Male,Employed - at work,Full time,540,70,90,490,80
California,"$100,000 to $149,999",White only,41,Male,Employed - at work,Full time,0,90,165,675,180
California,"$150,000 and over",Black only,42,Male,Employed - at work,Full time,375,115,60,208,455
California,"$40,000 to $49,999",White only,49,Male,Employed - at work,Full time,0,0,210,760,400
Iowa,"$10,000 to $12,499",White only,38,Male,Employed - at work,Full time,675,250,0,330,60
Texas,"$10,000 to $12,499",White only,22,Female,Employed - at work,Full time,0,60,0,810,185
Virginia,"$150,000 and over",Black only,49,Male,Employed - at work,Full time,642,133,80,385,150
New Jersey,"$150,000 and over",White-Black,47,Male,Employed - at work,Full time,59,180,80,675,390
Missouri,"$100,000 to $149,999",Black only,48,Male,Employed - at work,Full time,550,88,85,527,100
South Dakota,"$40,000 to $49,999",White only,46,Male,Employed - at work,Full time,0,135,0,480,410
Maryland,"$40,000 to $49,999",Black only,32,Male,Employed - at work,Full time,685,10,0,575,130
Michigan,"$60,000 to $74,999",White only,41,Female,Employed - at work,Full time,480,80,0,520,60
Utah,"$20,000 to $24,999",White only,45,Male,Employed - at work,Full time,435,60,70,550,255
Pennsylvania,"$60,000 to $74,999",Black only,26,Female,Employed - at work,Full time,180,105,0,555,345
Florida,"$7,500 to $9,999",Black only,40,Female,Employed - at work,Part time,0,20,90,550,690
New Mexico,"$75,000 to $99,999",White only,30,Male,Employed - at work,Full time,480,40,120,465,290
New York,"$12,500 to $14,999",White only,45,Male,Employed - at work,Part time,0,0,0,690,495
Massachusetts,"$25,000 to $29,999",Black only,28,Female,Employed - at work,Full time,0,35,250,600,455
Illinois,"$60,000 to $74,999",White only,26,Female,Employed - at work,Full time,705,67,0,540,0
Kansas,"$7,500 to $9,999",White only,48,Female,Employed - at work,Part time,60,95,0,720,355
California,"$60,000 to $74,999",Asian only,37,Female,Employed - at work,Full time,765,30,50,520,45
Michigan,"$60,000 to $74,999",White only,31,Male,Employed - at work,Full time,568,23,45,490,170
Michigan,"$100,000 to $149,999",White only,39,Male,Employed - at work,Part time,0,0,820,600,0
Ohio,"$100,000 to $149,999",White only,46,Male,Employed - at work,Full time,740,26,25,440,169
Michigan,"$100,000 to $149,999",White only,36,Female,Employed - at work,Full time,0,124,87,575,175
Pennsylvania,"$150,000 and over",White only,34,Female,Employed - at work,Full time,0,270,30,570,450
Wisconsin,"$60,000 to $74,999",White only,37,Female,Employed - at work,Full time,495,34,0,390,491
Washington,"$100,000 to $149,999",Asian only,43,Female,Employed - at work,Full time,0,30,75,655,550
Illinois,"$60,000 to $74,999",White only,36,Female,Employed - at work,Full time,460,58,0,540,245
Virginia,"$40,000 to $49,999",White only,25,Female,Employed - at work,Part time,0,31,0,715,529
Pennsylvania,"$25,000 to $29,999",White only,42,Male,Employed - at work,Full time,15,75,30,650,480
Illinois,"$50,000 to $59,999",White only,47,Male,Employed - at work,Full time,0,66,30,625,460
Wisconsin,"$60,000 to $74,999",White only,43,Female,Employed - at work,Full time,385,181,20,520,278
New York,"$40,000 to $49,999",White only,24,Female,Employed - at work,Full time,0,32,160,620,165
North Carolina,"$50,000 to $59,999",White only,33,Female,Employed - at work,Part time,0,70,65,657,408
Pennsylvania,"$75,000 to $99,999",White only,31,Female,Employed - at work,Full time,180,89,310,510,150
Pennsylvania,"$100,000 to $149,999",White only,40,Female,Employed - at work,Full time,490,75,30,600,90
Wisconsin,"$100,000 to $149,999",White only,48,Male,Employed - at work,Full time,599,48,30,485,45
Colorado,"$100,000 to $149,999",White only,35,Female,Employed - at work,Full time,0,0,90,690,645
Washington,"$40,000 to $49,999",White only,48,Male,Employed - at work,Full time,0,208,0,683,476
New York,"$5,000 to $7,499",White only,47,Female,Employed - at work,Full time,575,50,50,470,80
Washington,"$15,000 to $19,999",White-Black,23,Female,Employed - at work,Full time,450,120,60,535,75
Oklahoma,"$75,000 to $99,999",Black only,27,Male,Employed - at work,Full time,450,60,0,420,490
New York,"$12,500 to $14,999",White only,38,Male,Employed - at work,Full time,240,30,210,580,60
Kentucky,"$25,000 to $29,999",White only,46,Male,Employed - absent,Full time,0,0,125,555,745
Kansas,"$30,000 to $34,999",White only,30,Male,Employed - at work,Full time,0,30,67,713,510
Connecticut,"$75,000 to $99,999",Asian only,23,Female,Employed - at work,Full time,540,95,70,538,65
California,"$50,000 to $59,999",White only,35,Male,Employed - at work,Full time,590,55,40,505,110
California,"$150,000 and over",Black only,49,Female,Employed - at work,Full time,0,65,320,655,60
Texas,"$100,000 to $149,999",White only,39,Female,Employed - at work,Full time,574,40,40,570,150
New York,"$100,000 to $149,999",White only,45,Male,Employed - at work,Full time,475,114,65,450,94
Kansas,"$40,000 to $49,999",White only,37,Female,Employed - at work,Full time,0,32,15,730,398
New Jersey,"$60,000 to $74,999",White only,40,Female,Employed - at work,Full time,475,100,67,473,65
California,"$25,000 to $29,999",White only,23,Male,Employed - at work,Full time,500,160,0,480,180
New York,"$25,000 to $29,999",White only,47,Female,Employed - at work,Full time,510,78,15,522,285
Oklahoma,"$100,000 to $149,999",White only,35,Female,Employed - at work,Part time,40,95,290,650,130
Pennsylvania,"$60,000 to $74,999",White only,35,Male,Employed - at work,Full time,450,65,0,370,349
Texas,"$35,000 to $39,999",White only,48,Female,Employed - at work,Full time,555,65,50,365,300
Iowa,"$60,000 to $74,999",White only,17,Male,Employed - at work,Part time,380,40,10,465,105
Florida,"$100,000 to $149,999",White only,33,Female,Employed - at work,Full time,0,8,45,463,804
Texas,"$100,000 to $149,999",White only,29,Male,Employed - at work,Full time,480,95,0,615,75
Missouri,"$25,000 to $29,999",Black only,34,Female,Employed - at work,Full time,645,71,60,490,87
North Carolina,"$7,500 to $9,999",Black only,48,Female,Employed - at work,Part time,0,60,120,630,390
New Hampshire,"$75,000 to $99,999",White only,38,Female,Employed - at work,Full time,0,0,255,660,395
Pennsylvania,"$30,000 to $34,999",White only,47,Male,Employed - at work,Full time,515,65,15,690,55
Pennsylvania,"$100,000 to $149,999",White only,17,Male,Employed - at work,Part time,350,28,30,540,389
Ohio,"$60,000 to $74,999",White only,38,Female,Employed - at work,Full time,460,41,50,630,207
Pennsylvania,"$60,000 to $74,999",White only,31,Male,Employed - at work,Full time,0,30,60,680,60
Wisconsin,"$100,000 to $149,999",White only,46,Female,Employed - at work,Full time,0,115,255,530,405
California,"$75,000 to $99,999",White only,45,Female,Employed - at work,Part time,115,110,110,560,230
California,"$100,000 to $149,999",White only,28,Male,Employed - at work,Part time,0,0,0,659,390
Utah,"$60,000 to $74,999",White only,38,Male,Employed - at work,Full time,0,30,150,690,270
Nevada,"$75,000 to $99,999",White only,35,Male,Employed - at work,Full time,570,80,0,555,105
Kansas,"$25,000 to $29,999",White only,34,Male,Employed - at work,Full time,685,12,15,475,180
Minnesota,"$150,000 and over",White only,44,Female,Employed - at work,Full time,440,138,20,495,90
Texas,"$40,000 to $49,999",White only,49,Male,Employed - at work,Full time,580,40,0,555,130
California,"$50,000 to $59,999",White only,25,Male,Employed - at work,Full time,0,92,60,688,465
Rhode Island,"$60,000 to $74,999",White only,44,Male,Employed - at work,Full time,0,80,0,630,430
Tennessee,"$40,000 to $49,999",White only,40,Female,Employed - at work,Full time,0,46,309,570,394
California,"$100,000 to $149,999",Hawaiian Pacific Islander only,22,Male,Employed - at work,Part time,455,25,120,520,240
Missouri,"$20,000 to $24,999",White only,22,Male,Employed - at work,Full time,420,60,0,690,30
California,"$25,000 to $29,999",White only,45,Female,Employed - at work,Full time,0,70,385,490,210
Mississippi,"$12,500 to $14,999",Black only,35,Female,Employed - at work,Part time,0,117,0,855,120
California,"$100,000 to $149,999",White only,38,Male,Employed - at work,Full time,353,55,125,570,240
Minnesota,"$100,000 to $149,999",White only,42,Male,Employed - at work,Full time,0,45,40,580,25
Oregon,"$60,000 to $74,999",White only,22,Female,Employed - at work,Part time,120,40,285,495,420
South Carolina,"$40,000 to $49,999",White only,37,Female,Employed - at work,Full time,0,20,395,540,355
California,"$30,000 to $34,999",Asian only,34,Male,Employed - at work,Full time,10,94,0,571,315
California,"$40,000 to $49,999",White only,43,Male,Employed - at work,Full time,790,110,30,345,60
Washington,"$150,000 and over",White only,32,Female,Employed - at work,Full time,0,115,190,615,60
Michigan,"$20,000 to $24,999",White only,35,Male,Employed - at work,Full time,0,0,20,1120,300
Nevada,"$60,000 to $74,999",White only,34,Male,Employed - at work,Full time,0,75,180,640,375
Idaho,"$20,000 to $24,999",White only,31,Male,Employed - at work,Full time,585,20,0,740,0
Massachusetts,"$100,000 to $149,999",White only,35,Female,Employed - at work,Full time,0,125,230,520,270
Massachusetts,"$50,000 to $59,999",White only,18,Female,Employed - at work,Part time,305,60,0,665,150
Iowa,"$100,000 to $149,999",White only,44,Female,Employed - at work,Full time,493,30,60,480,115
Nevada,"$20,000 to $24,999",Black only,41,Female,Employed - at work,Full time,0,30,285,825,120
New York,"$50,000 to $59,999",White only,34,Male,Employed - at work,Full time,0,120,0,600,440
Arizona,"$150,000 and over",White only,17,Male,Employed - at work,Part time,195,135,80,617,400
