state,fam_income,race,age,sex,emp,fullpart,work,social,sports,pcare,educ,leisure
Louisiana,"$30,000 to $34,999",Black only,45,Male,Employed - at work,Full time,0,457,0,830,0,457
Mississippi,"$40,000 to $49,999",Black only,27,Female,Employed - at work,Part time,0,510,0,750,0,510
Pennsylvania,"$100,000 to $149,999",White only,42,Male,Employed - absent,Full time,0,295,0,840,0,295
South Carolina,"$75,000 to $99,999",Black only,48,Female,Employed - at work,Full time,0,385,0,630,0,385
Michigan,"$20,000 to $24,999",White only,44,Male,Employed - at work,Part time,365,280,0,615,0,280
California,"$150,000 and over",Asian only,39,Female,Employed - at work,Full time,17,360,0,767,0,360
Arizona,"$75,000 to $99,999",White only,49,Female,Employed - at work,Full time,490,195,45,485,0,240
Wisconsin,"Less than $5,000",Black only,46,Male,Employed - at work,Part time,110,345,0,720,0,345
Oklahoma,"$50,000 to $59,999",White only,32,Male,Employed - at work,Full time,420,180,0,690,0,180
Maryland,"$60,000 to $74,999",White only,25,Female,Employed - at work,Full time,475,90,45,635,0,135
Illinois,"$25,000 to $29,999",White only,28,Female,Employed - at work,Full time,513,90,30,520,0,120
Pennsylvania,"$150,000 and over",White only,36,Male,Employed - at work,Full time,438,300,0,500,0,300
Florida,"$40,000 to $49,999",White only,48,Male,Employed - at work,Full time,658,90,0,520,0,90
Texas,"$75,000 to $99,999",Black only,27,Male,Employed - at work,Full time,0,335,0,960,0,335
Indiana,"$30,000 to $34,999",White only,42,Female,Employed - at work,Full time,710,85,0,425,0,85
Alabama,"$40,000 to $49,999",White only,20,Male,Employed - at work,Full time,0,736,73,510,0,809
Virginia,"$75,000 to $99,999",Black only,42,Female,Employed - at work,Full time,0,250,0,915,0,250
South Dakota,"$30,000 to $34,999",White only,20,Male,Employed - at work,Full time,540,330,0,500,0,330
Louisiana,"$100,000 to $149,999",White only,29,Male,Employed - at work,Full time,63,239,0,500,0,239
Texas,"$50,000 to $59,999",White only,27,Male,Employed - at work,Full time,460,180,0,580,0,180
Idaho,"$60,000 to $74,999",White only,28,Female,Employed - at work,Full time,510,120,0,540,0,120
Texas,"$60,000 to $74,999",Asian only,31,Male,Employed - at work,Full time,540,250,0,430,0,250
New York,"$30,000 to $34,999",Black only,27,Female,Employed - at work,Full time,510,75,0,630,0,75
Indiana,"$35,000 to $39,999",White only,40,Male,Employed - at work,Full time,370,375,0,470,0,375
New Jersey,"$60,000 to $74,999",White only,47,Male,Employed - at work,Full time,600,0,0,435,0,0
California,"$75,000 to $99,999",White only,49,Male,Employed - at work,Full time,515,135,0,535,0,135
Illinois,"$40,000 to $49,999",White only,36,Male,Employed - at work,Full time,60,590,0,405,0,590
Oregon,"$35,000 to $39,999",White only,42,Male,Employed - at work,Full time,550,15,0,590,0,15
New Jersey,"$5,000 to $7,499",Black only,46,Male,Employed - at work,Full time,0,150,0,677,0,150
California,"$150,000 and over",Asian only,34,Female,Employed - at work,Full time,120,120,0,610,0,120
Ohio,"$50,000 to $59,999",White only,23,Male,Employed - at work,Full time,120,715,215,220,0,930
Minnesota,"$40,000 to $49,999",White only,30,Female,Employed - at work,Full time,0,179,0,685,0,179
Connecticut,"$100,000 to $149,999",White only,28,Female,Employed - at work,Full time,487,148,45,533,0,193
Nebraska,"$30,000 to $34,999",White only,37,Male,Employed - at work,Full time,400,230,0,700,0,230
New York,"$150,000 and over",White only,26,Female,Employed - at work,Full time,512,122,0,600,0,122
Connecticut,"$40,000 to $49,999",White only,49,Female,Employed - at work,Full time,465,160,0,610,0,160
Indiana,"$30,000 to $34,999",Black only,37,Male,Employed - at work,Full time,480,300,0,480,0,300
Louisiana,"$25,000 to $29,999",White only,35,Male,Employed - at work,Full time,550,264,0,480,0,264
New York,"Less than $5,000",White only,20,Male,Employed - at work,Full time,405,90,0,560,0,90
Wisconsin,"$60,000 to $74,999",White only,39,Male,Employed - at work,Full time,0,290,0,565,0,290
Florida,"$12,500 to $14,999",White only,19,Female,Employed - at work,Full time,0,130,0,1079,0,130
Minnesota,"$40,000 to $49,999",White only,21,Male,Employed - at work,Full time,0,363,0,560,0,363
New York,"$75,000 to $99,999",White only,40,Female,Employed - at work,Full time,0,429,15,585,0,444
Pennsylvania,"$40,000 to $49,999",White only,26,Female,Employed - at work,Full time,613,220,0,467,0,220
Iowa,"Less than $5,000",White only,43,Male,Employed - at work,Part time,0,751,0,660,0,751
Wisconsin,"Less than $5,000",White only,36,Male,Employed - at work,Full time,355,180,0,865,0,180
Delaware,"$75,000 to $99,999",White only,39,Male,Employed - at work,Full time,0,180,60,730,0,240
Nebraska,"$75,000 to $99,999",White only,28,Female,Employed - at work,Full time,0,220,120,600,0,340
Tennessee,"$35,000 to $39,999",Black only,36,Female,Employed - at work,Full time,650,60,0,610,0,60
Arkansas,"$35,000 to $39,999",White only,43,Male,Employed - at work,Full time,487,242,0,530,0,242
Pennsylvania,"$10,000 to $12,499",White only,27,Female,Employed - at work,Full time,630,130,0,565,0,130
Maryland,"$50,000 to $59,999",Black only,35,Male,Employed - at work,Full time,0,420,0,720,0,420
Florida,"Less than $5,000",Black only,25,Male,Employed - at work,Part time,0,120,0,930,0,120
Florida,"$30,000 to $34,999",White only,36,Male,Employed - at work,Full time,310,309,60,489,0,369
California,"$75,000 to $99,999",White only,31,Female,Employed - at work,Full time,0,386,240,630,0,626
Arizona,"$75,000 to $99,999",White only,36,Female,Employed - at work,Full time,600,30,90,580,0,120
Minnesota,"$35,000 to $39,999",White only,32,Female,Employed - at work,Full time,575,225,0,260,0,225
New York,"$60,000 to $74,999",Asian only,40,Male,Employed - at work,Part time,60,350,0,570,0,350
Texas,"$75,000 to $99,999",White only,31,Male,Employed - at work,Full time,255,353,0,590,0,353
Texas,"$75,000 to $99,999",White only,24,Male,Employed - at work,Full time,0,360,0,675,0,360
Massachusetts,"$60,000 to $74,999",White only,42,Male,Employed - at work,Full time,475,170,135,540,0,305
North Carolina,"$30,000 to $34,999",White only,34,Female,Employed - at work,Full time,500,165,0,595,0,165
New Hampshire,"$35,000 to $39,999",White only,25,Male,Employed - at work,Full time,870,90,0,395,0,90
Florida,"$75,000 to $99,999",White only,44,Female,Employed - at work,Part time,0,235,0,605,0,235
Kansas,"$60,000 to $74,999",White only,27,Male,Employed - at work,Full time,540,0,120,685,0,120
Texas,"$25,000 to $29,999",Asian only,41,Male,Employed - at work,Full time,510,460,0,300,0,460
California,"$20,000 to $24,999",White only,39,Male,Employed - at work,Part time,0,397,0,635,0,397
Virginia,"$75,000 to $99,999",Black only,45,Female,Employed - at work,Full time,437,268,0,481,0,268
North Carolina,"$40,000 to $49,999",White only,45,Male,Employed - at work,Full time,445,170,60,580,0,230
California,"$20,000 to $24,999",White only,32,Male,Employed - at work,Part time,390,120,0,670,0,120
California,"$150,000 and over",White only,26,Male,Employed - at work,Full time,710,25,45,500,0,70
Oregon,"$60,000 to $74,999",White only,27,Male,Employed - at work,Full time,0,750,0,535,0,750
Texas,"$40,000 to $49,999",Black only,41,Male,Employed - at work,Full time,540,265,0,518,0,265
Georgia,"$40,000 to $49,999",Black only,42,Female,Employed - at work,Full time,0,330,0,770,0,330
California,"$150,000 and over",White only,32,Male,Employed - at work,Part time,40,607,0,645,0,607
New Jersey,"Less than $5,000",White only,42,Male,Employed - at work,Full time,0,645,0,540,0,645
Virginia,"$100,000 to $149,999",Asian only,36,Male,Employed - at work,Full time,529,210,0,515,0,210
Texas,"$25,000 to $29,999",White only,45,Male,Employed - at work,Full time,0,150,0,635,0,150
Maryland,"$5,000 to $7,499",Black only,43,Male,Employed - at work,Part time,455,240,0,410,0,240
Maryland,"$75,000 to $99,999",Black only,38,Female,Employed - at work,Full time,540,0,0,840,0,0
Mississippi,"$15,000 to $19,999",Black only,26,Male,Employed - at work,Full time,0,385,0,820,0,385
California,"$60,000 to $74,999",White only,26,Male,Employed - at work,Full time,455,135,60,595,0,195
California,"$50,000 to $59,999",White only,32,Male,Employed - at work,Full time,0,230,0,510,0,230
Texas,"$100,000 to $149,999",White only,42,Male,Employed - at work,Full time,485,30,0,465,0,30
Pennsylvania,"$50,000 to $59,999",White only,43,Female,Employed - at work,Full time,435,265,0,460,0,265
Indiana,"$100,000 to $149,999",White only,38,Male,Employed - at work,Full time,0,627,0,530,0,627
Michigan,"$40,000 to $49,999",Asian only,30,Male,Employed - at work,Full time,0,540,0,840,0,540
North Carolina,"$25,000 to $29,999",White only,36,Male,Employed - at work,Full time,825,0,0,510,0,0
Colorado,"$25,000 to $29,999",White only,31,Female,Employed - at work,Full time,660,50,0,525,0,50
North Dakota,"$35,000 to $39,999",White only,34,Female,Employed - at work,Full time,0,335,0,780,0,335
Montana,"$25,000 to $29,999",Asian only,20,Female,Employed - at work,Full time,335,310,0,660,0,310
Virginia,"$100,000 to $149,999",White only,35,Female,Employed - at work,Full time,495,210,60,495,0,270
Arizona,"$10,000 to $12,499",White only,26,Male,Employed - at work,Full time,459,359,0,359,0,359
Indiana,"$40,000 to $49,999",White only,37,Female,Employed - at work,Full time,495,195,60,455,0,255
Pennsylvania,"$150,000 and over",Asian only,32,Male,Employed - at work,Full time,0,365,0,615,0,365
Pennsylvania,"$100,000 to $149,999",White only,30,Male,Employed - at work,Full time,575,85,75,540,0,160
Ohio,"$20,000 to $24,999",Hawaiian Pacific Islander only,30,Male,Employed - at work,Full time,425,245,0,560,0,245
West Virginia,"$20,000 to $24,999",Black only,36,Male,Employed - at work,Part time,0,0,0,718,0,0
New York,"$150,000 and over",White only,31,Male,Employed - at work,Full time,480,346,0,460,0,346
New York,"$40,000 to $49,999",White only,39,Male,Employed - at work,Full time,645,15,0,630,0,15
Texas,"$60,000 to $74,999",White only,40,Male,Employed - at work,Full time,0,575,0,570,0,575
Ohio,"Less than $5,000",Black only,49,Female,Employed - at work,Part time,0,0,0,765,0,0
New Jersey,"$30,000 to $34,999",White only,30,Female,Employed - at work,Part time,15,301,0,650,0,301
Alabama,"$40,000 to $49,999",White only,38,Female,Employed - at work,Part time,465,60,0,600,0,60
Indiana,"$50,000 to $59,999",White only,44,Female,Employed - at work,Full time,500,125,0,545,0,125
California,"$150,000 and over",Asian only,36,Male,Employed - at work,Full time,30,520,0,667,0,520
Missouri,"$50,000 to $59,999",White only,43,Male,Employed - at work,Full time,450,0,30,730,0,30
California,"$30,000 to $34,999",White only,25,Male,Employed - at work,Full time,480,210,0,570,0,210
Michigan,"$40,000 to $49,999",White only,46,Male,Employed - at work,Full time,400,485,0,255,0,485
District of Columbia,"$40,000 to $49,999",White only,25,Female,Employed - at work,Full time,0,610,0,785,0,610
Idaho,"$12,500 to $14,999",White only,42,Male,Employed - at work,Part time,240,335,0,630,0,335
Texas,"$40,000 to $49,999",White only,40,Female,Employed - at work,Full time,510,150,0,580,0,150
California,"$100,000 to $149,999",Black only,31,Male,Employed - at work,Full time,0,680,0,555,0,680
Illinois,"$50,000 to $59,999",White only,46,Male,Employed - at work,Full time,600,75,0,542,0,75
Virginia,"$150,000 and over",White only,47,Female,Employed - at work,Full time,175,410,0,525,0,410
Wisconsin,"$40,000 to $49,999",White only,44,Male,Employed - at work,Full time,240,145,0,450,0,145
New York,"$150,000 and over",White only,39,Female,Employed - at work,Full time,0,370,210,705,0,580
South Carolina,"$40,000 to $49,999",White only,38,Male,Employed - at work,Full time,495,225,0,465,0,225
Texas,"$20,000 to $24,999",Black only,28,Female,Employed - at work,Part time,0,310,0,720,0,310
Washington,"$50,000 to $59,999",White only,37,Female,Employed - at work,Full time,363,10,0,660,0,10
California,"$40,000 to $49,999",White only,32,Male,Employed - at work,Full time,245,270,0,505,0,270
California,"$150,000 and over",White only,33,Male,Employed - at work,Full time,2,225,0,625,0,225
California,"$100,000 to $149,999",White only,28,Female,Employed - at work,Full time,0,373,0,600,0,373
Ohio,"Less than $5,000",Asian only,30,Female,Employed - at work,Part time,405,253,0,485,0,253
California,"$40,000 to $49,999",White only,48,Male,Employed - at work,Full time,0,650,60,600,0,710
South Dakota,"$20,000 to $24,999",White only,30,Male,Employed - at work,Full time,90,360,0,635,0,360
North Carolina,"$60,000 to $74,999",White only,36,Male,Employed - at work,Full time,275,60,0,490,0,60
Connecticut,"$50,000 to $59,999",White only,40,Male,Employed - at work,Full time,0,180,0,679,0,180
Ohio,"$60,000 to $74,999",White only,28,Male,Employed - at work,Full time,600,325,0,280,0,325
Minnesota,"$60,000 to $74,999",White only,47,Male,Employed - absent,Full time,0,495,0,638,0,495
New York,"$35,000 to $39,999",White only,43,Male,Employed - at work,Full time,0,185,485,345,0,670
North Carolina,"$7,500 to $9,999",Black only,48,Male,Employed - at work,Full time,525,415,0,380,0,415
Massachusetts,"$75,000 to $99,999",White only,24,Male,Employed - at work,Full time,205,455,70,640,0,525
Texas,"$40,000 to $49,999",White only,37,Male,Employed - at work,Full time,489,485,0,360,0,485
California,"$150,000 and over",Asian only,48,Male,Employed - at work,Full time,465,0,70,560,0,70
Illinois,"$60,000 to $74,999",White only,42,Male,Employed - at work,Full time,530,351,0,526,0,351
Nevada,"$50,000 to $59,999",White only,31,Female,Employed - at work,Part time,15,617,0,525,0,617
Ohio,"$40,000 to $49,999",White only,37,Male,Employed - at work,Full time,0,630,0,750,0,630
Illinois,"$25,000 to $29,999",White only,33,Female,Employed - at work,Full time,20,240,90,605,0,330
California,"$150,000 and over",White only,24,Female,Employed - at work,Full time,0,180,0,800,0,180
California,"$50,000 to $59,999",Black only,48,Female,Employed - at work,Full time,650,0,0,535,0,0
California,"$150,000 and over",White only,27,Female,Employed - at work,Full time,474,195,45,605,0,240
Hawaii,"$60,000 to $74,999",White-Asian,48,Female,Employed - absent,Full time,0,60,0,650,0,60
Indiana,"$40,000 to $49,999",White only,28,Female,Employed - at work,Full time,0,120,0,743,0,120
Kansas,"$20,000 to $24,999",Black only,32,Male,Employed - at work,Full time,705,205,0,394,0,205
Florida,"$40,000 to $49,999",White only,33,Female,Employed - at work,Full time,95,280,60,650,0,340
Texas,"$40,000 to $49,999",White only,41,Male,Employed - at work,Full time,360,260,0,450,0,260
Texas,"$40,000 to $49,999",Black only,34,Female,Employed - at work,Part time,590,130,0,570,0,130
Michigan,"$25,000 to $29,999",White only,49,Male,Employed - at work,Full time,630,60,0,540,0,60
Colorado,"$40,000 to $49,999",White only,30,Female,Employed - at work,Full time,540,479,60,300,0,539
Washington,"$20,000 to $24,999",White only,49,Female,Employed - at work,Full time,345,250,0,557,0,250
Kansas,"$75,000 to $99,999",White only,28,Female,Employed - at work,Full time,0,355,0,735,0,355
Ohio,"$25,000 to $29,999",White only,23,Female,Employed - at work,Full time,0,529,0,555,0,529
Illinois,"$100,000 to $149,999",White only,30,Male,Employed - at work,Full time,705,90,0,540,0,90
Minnesota,"$150,000 and over",White only,45,Male,Employed - at work,Full time,480,105,0,530,0,105
Virginia,"$100,000 to $149,999",White only,49,Female,Employed - at work,Part time,0,175,0,570,0,175
Pennsylvania,"$30,000 to $34,999",White only,46,Female,Employed - at work,Full time,0,90,0,715,0,90
Louisiana,"$75,000 to $99,999",White only,47,Female,Employed - at work,Part time,540,165,0,535,0,165
New Jersey,"$40,000 to $49,999",Black only,26,Female,Employed - at work,Full time,180,395,210,240,0,605
New York,"$50,000 to $59,999",Black only,48,Female,Employed - at work,Full time,493,50,160,515,0,210
Texas,"$50,000 to $59,999",White only,18,Male,Employed - at work,Part time,0,585,0,675,0,585
Oklahoma,"$40,000 to $49,999",White only,25,Female,Employed - at work,Full time,550,120,0,540,0,120
Vermont,"$60,000 to $74,999",White only,34,Male,Employed - at work,Full time,473,180,0,540,0,180
California,"$100,000 to $149,999",White only,45,Male,Employed - at work,Full time,0,470,0,570,0,470
Massachusetts,"$150,000 and over",Black only,48,Male,Employed - at work,Full time,465,35,105,345,0,140
South Carolina,"$75,000 to $99,999",White only,39,Male,Employed - at work,Full time,0,595,0,455,0,595
New York,"$50,000 to $59,999",White only,34,Male,Employed - at work,Full time,815,60,0,360,0,60
Texas,"$35,000 to $39,999",White only,37,Female,Employed - at work,Full time,360,120,0,719,0,120
Tennessee,"$100,000 to $149,999",White only,22,Female,Employed - at work,Full time,239,299,0,635,0,299
Washington,"$50,000 to $59,999",White only,31,Female,Employed - at work,Full time,525,0,0,520,0,0
Minnesota,"$7,500 to $9,999",Black only,31,Female,Employed - at work,Full time,0,350,0,720,0,350
California,"$60,000 to $74,999",White only,48,Female,Employed - at work,Full time,0,435,0,540,0,435
California,"$100,000 to $149,999",White only,33,Female,Employed - at work,Full time,0,370,0,690,0,370
Michigan,"$100,000 to $149,999",White only,34,Female,Employed - at work,Full time,60,205,0,720,370,205
California,"$150,000 and over",White only,23,Male,Employed - at work,Full time,0,576,0,390,0,576
Minnesota,"$40,000 to $49,999",White only,49,Female,Employed - at work,Full time,0,425,0,660,0,425
Montana,"$35,000 to $39,999",White only,36,Female,Employed - at work,Full time,517,240,0,635,0,240
South Carolina,"$30,000 to $34,999",Black only,32,Female,Employed - at work,Full time,506,224,60,524,0,284
Iowa,"$100,000 to $149,999",White only,23,Female,Employed - at work,Full time,627,262,0,430,0,262
Alabama,"$35,000 to $39,999",White only,29,Male,Employed - at work,Full time,0,395,0,555,0,395
New Mexico,"$50,000 to $59,999",White only,36,Male,Employed - at work,Full time,0,225,60,600,0,285
California,"$20,000 to $24,999",Black only,45,Female,Employed - at work,Full time,210,400,0,790,0,400
California,"$150,000 and over",Asian only,46,Female,Employed - at work,Full time,0,235,0,720,0,235
Massachusetts,"$60,000 to $74,999",White only,37,Female,Employed - at work,Full time,525,150,0,650,0,150
California,"$150,000 and over",White only,22,Female,Employed - at work,Full time,0,395,75,760,0,470
Washington,"$35,000 to $39,999",Asian only,49,Male,Employed - at work,Full time,435,210,0,495,0,210
Texas,"$60,000 to $74,999",White only,42,Female,Employed - absent,Full time,0,600,0,690,0,600
Alabama,"$30,000 to $34,999",Black only,47,Female,Employed - at work,Full time,240,480,0,425,0,480
New York,"$20,000 to $24,999",Black only,46,Male,Employed - at work,Part time,0,300,30,930,0,330
New York,"$50,000 to $59,999",White only,34,Female,Employed - at work,Full time,423,112,0,562,0,112
Maryland,"$50,000 to $59,999",White only,32,Male,Employed - at work,Full time,655,120,0,485,0,120
Texas,"$10,000 to $12,499",White only,22,Female,Employed - at work,Full time,0,185,0,810,0,185
Missouri,"$100,000 to $149,999",Black only,48,Male,Employed - at work,Full time,550,100,0,527,0,100
South Dakota,"$40,000 to $49,999",White only,46,Male,Employed - at work,Full time,0,290,120,480,0,410
Maryland,"$40,000 to $49,999",Black only,32,Male,Employed - at work,Full time,685,130,0,575,0,130
Pennsylvania,"$60,000 to $74,999",Black only,26,Female,Employed - at work,Full time,180,345,0,555,150,345
Florida,"$7,500 to $9,999",Black only,40,Female,Employed - at work,Part time,0,690,0,550,0,690
New Mexico,"$75,000 to $99,999",White only,30,Male,Employed - at work,Full time,480,170,120,465,0,290
Massachusetts,"$25,000 to $29,999",Black only,28,Female,Employed - at work,Full time,0,455,0,600,0,455
Illinois,"$60,000 to $74,999",White only,26,Female,Employed - at work,Full time,705,0,0,540,0,0
Kansas,"$7,500 to $9,999",White only,48,Female,Employed - at work,Part time,60,325,30,720,0,355
Michigan,"$100,000 to $149,999",White only,39,Male,Employed - at work,Part time,0,0,0,600,0,0
Ohio,"$100,000 to $149,999",White only,46,Male,Employed - at work,Full time,740,49,120,440,0,169
Pennsylvania,"$150,000 and over",White only,34,Female,Employed - at work,Full time,0,75,375,570,0,450
Pennsylvania,"$25,000 to $29,999",White only,42,Male,Employed - at work,Full time,15,480,0,650,0,480
Illinois,"$50,000 to $59,999",White only,47,Male,Employed - at work,Full time,0,460,0,625,0,460
Colorado,"$100,000 to $149,999",White only,35,Female,Employed - at work,Full time,0,645,0,690,0,645
Oklahoma,"$75,000 to $99,999",Black only,27,Male,Employed - at work,Full time,450,490,0,420,0,490
Kentucky,"$25,000 to $29,999",White only,46,Male,Employed - absent,Full time,0,745,0,555,0,745
Kansas,"$30,000 to $34,999",White only,30,Male,Employed - at work,Full time,0,135,375,713,0,510
Connecticut,"$75,000 to $99,999",Asian only,23,Female,Employed - at work,Full time,540,65,0,538,0,65
California,"$50,000 to $59,999",White only,35,Male,Employed - at work,Full time,590,110,0,505,0,110
California,"$150,000 and over",Black only,49,Female,Employed - at work,Full time,0,60,0,655,0,60
California,"$25,000 to $29,999",White only,23,Male,Employed - at work,Full time,500,0,180,480,0,180
Florida,"$100,000 to $149,999",White only,33,Female,Employed - at work,Full time,0,804,0,463,0,804
North Carolina,"$7,500 to $9,999",Black only,48,Female,Employed - at work,Part time,0,390,0,630,0,390
New Hampshire,"$75,000 to $99,999",White only,38,Female,Employed - at work,Full time,0,395,0,660,0,395
California,"$50,000 to $59,999",White only,25,Male,Employed - at work,Full time,0,90,375,688,0,465
California,"$100,000 to $149,999",Hawaiian Pacific Islander only,22,Male,Employed - at work,Part time,455,240,0,520,0,240
Minnesota,"$100,000 to $149,999",White only,42,Male,Employed - at work,Full time,0,25,0,580,0,25
California,"$30,000 to $34,999",Asian only,34,Male,Employed - at work,Full time,10,165,150,571,0,315
New York,"$50,000 to $59,999",White only,34,Male,Employed - at work,Full time,0,440,0,600,0,440
Colorado,"$150,000 and over",White only,43,Male,Employed - at work,Full time,490,145,45,553,0,190
Colorado,"$50,000 to $59,999",White only,35,Female,Employed - at work,Full time,0,120,0,600,0,120
Virginia,"$60,000 to $74,999",Black only,32,Male,Employed - at work,Full time,490,340,60,430,0,400
California,"$50,000 to $59,999",White only,23,Female,Employed - at work,Full time,150,270,0,685,0,270
Tennessee,"$25,000 to $29,999",White only,26,Female,Employed - at work,Full time,520,0,40,555,0,40
California,"$50,000 to $59,999",White only,24,Female,Employed - at work,Full time,0,500,0,750,0,500
Washington,"$75,000 to $99,999",White only,37,Male,Employed - at work,Full time,150,460,0,640,0,460
Kentucky,"$50,000 to $59,999",White only,37,Male,Employed - at work,Full time,975,0,0,405,0,0
Ohio,"$20,000 to $24,999",White only,22,Male,Employed - at work,Part time,480,270,0,510,0,270
Wisconsin,"$15,000 to $19,999",White only,31,Female,Employed - at work,Full time,480,225,0,600,0,225
Minnesota,"$60,000 to $74,999",White only,48,Male,Employed - at work,Full time,0,320,0,540,0,320
Texas,"$25,000 to $29,999",Black only,49,Male,Employed - at work,Part time,60,680,0,600,0,680
Massachusetts,"$75,000 to $99,999",Asian only,33,Male,Employed - at work,Full time,0,300,0,615,0,300
Nevada,"$60,000 to $74,999",White-American Indian,47,Male,Employed - at work,Full time,0,35,133,420,0,168
Missouri,"$40,000 to $49,999",Black only,24,Male,Employed - at work,Full time,0,527,30,625,0,557
South Carolina,"$150,000 and over",White only,31,Female,Employed - at work,Full time,380,190,0,540,0,190
Louisiana,"$20,000 to $24,999",Black only,49,Female,Employed - at work,Full time,421,0,0,425,0,0
Utah,"$75,000 to $99,999",White only,46,Female,Employed - at work,Full time,0,205,0,787,0,205
Texas,"$25,000 to $29,999",Black only,35,Male,Employed - at work,Full time,357,405,0,400,0,405
Alabama,"$7,500 to $9,999",White only,47,Female,Employed - at work,Full time,655,95,0,640,0,95
Texas,"$40,000 to $49,999",White only,31,Male,Employed - at work,Full time,500,240,0,487,0,240
Maryland,"$100,000 to $149,999",White only,48,Female,Employed - at work,Full time,510,220,0,415,0,220
Minnesota,"$30,000 to $34,999",White only,26,Male,Employed - at work,Full time,0,555,120,630,0,675
California,"$60,000 to $74,999",White only,35,Female,Employed - at work,Part time,0,875,0,495,0,875
Texas,"$75,000 to $99,999",White only,47,Male,Employed - at work,Full time,0,300,0,720,0,300
Georgia,"$25,000 to $29,999",White-American Indian,45,Male,Employed - at work,Full time,445,340,0,510,0,340
Missouri,"$40,000 to $49,999",White only,37,Female,Employed - at work,Full time,480,170,0,595,0,170
Delaware,"$35,000 to $39,999",White only,33,Male,Employed - at work,Full time,0,681,0,660,0,681
Pennsylvania,"$15,000 to $19,999",White only,44,Male,Employed - at work,Full time,0,180,60,653,0,240
District of Columbia,"$50,000 to $59,999",White only,39,Male,Employed - at work,Full time,540,0,0,660,0,0
California,"$100,000 to $149,999",Asian only,32,Female,Employed - at work,Full time,60,350,0,600,0,350
Illinois,"$60,000 to $74,999",Black only,26,Male,Employed - at work,Full time,656,70,0,577,0,70
Michigan,"Less than $5,000",White only,39,Male,Employed - at work,Full time,0,350,0,420,0,350
Florida,"$60,000 to $74,999",Asian only,24,Male,Employed - at work,Full time,15,360,0,825,0,360
North Carolina,"$150,000 and over",White only,35,Male,Employed - at work,Full time,678,120,0,543,0,120
Idaho,"$40,000 to $49,999",White only,28,Male,Employed - at work,Full time,440,30,0,540,0,30
Alabama,"$100,000 to $149,999",White only,43,Female,Employed - at work,Full time,0,300,0,660,0,300
Virginia,"$60,000 to $74,999",Black only,40,Female,Employed - at work,Full time,410,165,0,684,0,165
Tennessee,"$100,000 to $149,999",White only,30,Male,Employed - at work,Full time,240,240,270,305,0,510
Louisiana,"$20,000 to $24,999",White only,30,Male,Employed - at work,Full time,480,0,0,510,0,0
Missouri,"$150,000 and over",White only,45,Female,Employed - at work,Full time,710,33,0,555,0,33
New York,"$150,000 and over",White only,29,Male,Employed - at work,Full time,0,90,0,620,0,90
Virginia,"$12,500 to $14,999",White only,44,Male,Employed - at work,Full time,607,117,0,485,0,117
Virginia,"$150,000 and over",Black only,48,Male,Employed - at work,Full time,0,480,180,570,0,660
Nebraska,"$30,000 to $34,999",White only,47,Female,Employed - at work,Full time,0,547,0,810,0,547
Texas,"$5,000 to $7,499",White only,33,Female,Employed - at work,Full time,490,0,0,905,0,0
Pennsylvania,"$60,000 to $74,999",White only,23,Male,Employed - at work,Full time,475,195,0,410,0,195
North Carolina,"$30,000 to $34,999",Black only,43,Female,Employed - at work,Full time,0,180,0,840,0,180
Illinois,"$40,000 to $49,999",White only,23,Male,Employed - at work,Full time,0,318,60,734,0,378
New York,"$50,000 to $59,999",White only,47,Female,Employed - at work,Full time,0,898,0,420,0,898
New York,"$50,000 to $59,999",Asian only,23,Male,Employed - at work,Full time,595,60,0,668,0,60
Oregon,"$40,000 to $49,999",White only,28,Male,Employed - at work,Full time,455,285,0,440,0,285
Ohio,"$50,000 to $59,999",White only,47,Male,Employed - at work,Full time,610,140,0,470,0,140
California,"$100,000 to $149,999",White only,39,Male,Employed - at work,Full time,1115,30,0,155,0,30
Texas,"$40,000 to $49,999",White only,24,Male,Employed - at work,Part time,346,339,0,645,0,339
California,"$150,000 and over",Black only,28,Female,Employed - at work,Full time,0,395,0,605,0,395
Florida,"$40,000 to $49,999",White only,27,Female,Employed - at work,Full time,0,370,0,610,0,370
Kentucky,"$30,000 to $34,999",White only,45,Female,Employed - at work,Full time,570,10,0,400,0,10
Illinois,"$50,000 to $59,999",White only,26,Male,Employed - at work,Full time,545,145,0,525,0,145
Utah,"$100,000 to $149,999",White only,48,Male,Employed - at work,Full time,625,65,68,517,0,133
Florida,"$20,000 to $24,999",Black only,46,Male,Employed - at work,Full time,0,495,10,630,0,505
Illinois,"$50,000 to $59,999",White only,23,Female,Employed - at work,Full time,30,145,90,600,419,235
California,"$60,000 to $74,999",White only,43,Male,Employed - at work,Full time,0,365,0,450,0,365
Iowa,"$150,000 and over",White only,47,Female,Employed - at work,Full time,423,170,35,527,0,205
Maine,"$75,000 to $99,999",White only,22,Female,Employed - at work,Full time,560,0,0,670,0,0
New Jersey,"$30,000 to $34,999",Black only,30,Female,Employed - at work,Full time,415,410,0,360,0,410
Texas,"$100,000 to $149,999",White only,37,Female,Employed - at work,Full time,0,170,0,840,0,170
California,"$150,000 and over",Asian only,40,Male,Employed - at work,Full time,15,330,0,590,0,330
Pennsylvania,"$100,000 to $149,999",White only,31,Female,Employed - at work,Full time,540,80,0,580,0,80
