caseid,statefip,famincome,age,sex,empstat,fullpart,act_work,act_social,act_leisure,act_sports,act_pcare,act_educ
2.01E+13,Idaho,"$60,000 to $74,999",70,Female,Employed - at work,Full time,0,150,150,0,570,0
2.01E+13,New Mexico,"$15,000 to $19,999",30,Female,Employed - at work,Part time,30,60,60,0,630,340
2.01E+13,Utah,"$25,000 to $29,999",56,Male,Employed - at work,Full time,840,30,30,0,350,0
2.01E+13,Illinois,"$60,000 to $74,999",53,Female,Employed - at work,Full time,5,230,230,0,560,0
2.01E+13,Wisconsin,"$150,000 and over",59,Male,Employed - at work,Full time,964,0,0,0,410,0
2.01E+13,Illinois,"$30,000 to $34,999",72,Male,Employed - absent,Full time,285,792,792,0,220,0
2.01E+13,Massachusetts,"Less than $5,000",20,Male,Employed - at work,Part time,0,530,595,65,585,105
2.01E+13,California,"$20,000 to $24,999",56,Male,Employed - at work,Part time,82,677,722,45,541,0
2.01E+13,Vermont,"$60,000 to $74,999",63,Female,Employed - at work,Full time,40,360,600,240,570,0
2.01E+13,Ohio,"$30,000 to $34,999",50,Male,Employed - at work,Full time,509,280,280,0,450,0
2.01E+13,New Hampshire,"$15,000 to $19,999",58,Female,Employed - at work,Full time,450,350,350,0,435,0
2.01E+13,Oregon,"$75,000 to $99,999",66,Male,Employed - at work,Full time,0,455,455,0,615,0
2.01E+13,Utah,"$60,000 to $74,999",57,Male,Employed - at work,Full time,765,0,0,0,325,0
2.01E+13,Florida,"$75,000 to $99,999",69,Male,Employed - at work,Part time,0,255,375,120,515,0
2.01E+13,Alabama,"$150,000 and over",71,Male,Employed - at work,Full time,15,320,320,0,705,0
2.01E+13,Texas,"$40,000 to $49,999",54,Male,Employed - at work,Full time,0,390,390,0,540,0
2.01E+13,California,"$75,000 to $99,999",63,Female,Employed - at work,Part time,330,270,300,30,505,0
2.01E+13,New Jersey,"$150,000 and over",68,Female,Employed - at work,Part time,410,235,235,0,535,0
2.01E+13,California,"$150,000 and over",51,Male,Employed - at work,Full time,559,95,95,0,540,0
2.01E+13,Texas,"$50,000 to $59,999",53,Female,Employed - at work,Full time,0,265,265,0,690,0
2.01E+13,Alaska,"$75,000 to $99,999",55,Male,Employed - at work,Full time,56,560,605,45,427,0
2.01E+13,California,"$15,000 to $19,999",56,Male,Employed - at work,Full time,180,655,655,0,575,0
2.01E+13,Arizona,"$40,000 to $49,999",60,Male,Employed - at work,Part time,0,580,580,0,570,0
2.01E+13,Arizona,"$15,000 to $19,999",52,Female,Employed - at work,Full time,320,135,135,0,525,0
2.01E+13,Florida,"$35,000 to $39,999",67,Female,Employed - at work,Full time,0,505,505,0,690,0
2.01E+13,California,"$25,000 to $29,999",52,Male,Employed - at work,Full time,380,180,180,0,700,0
2.01E+13,California,"$10,000 to $12,499",59,Female,Employed - at work,Full time,485,120,180,60,510,0
2.01E+13,Louisiana,"$60,000 to $74,999",61,Female,Employed - absent,Full time,60,375,375,0,555,0
2.01E+13,Virginia,"$30,000 to $34,999",66,Male,Employed - at work,Full time,494,551,551,0,133,0
2.01E+13,Arkansas,"$10,000 to $12,499",51,Female,Employed - at work,Full time,0,0,0,0,1185,0
2.01E+13,Arkansas,"$30,000 to $34,999",76,Female,Employed - at work,Full time,180,50,50,0,570,0
2.01E+13,Michigan,"$75,000 to $99,999",65,Female,Employed - at work,Full time,565,280,280,0,490,0
2.01E+13,Alabama,"$15,000 to $19,999",52,Female,Employed - at work,Full time,451,120,120,0,537,0
2.01E+13,Colorado,"$100,000 to $149,999",57,Female,Employed - at work,Full time,630,180,180,0,510,0
2.01E+13,Virginia,"$20,000 to $24,999",54,Female,Employed - at work,Full time,0,485,485,0,675,0
2.01E+13,Florida,"$60,000 to $74,999",62,Female,Employed - at work,Full time,445,123,186,63,660,0
2.01E+13,Missouri,"$150,000 and over",53,Male,Employed - at work,Full time,20,180,180,0,680,0
2.01E+13,Michigan,"$60,000 to $74,999",55,Female,Employed - at work,Full time,0,225,225,0,716,0
2.01E+13,Illinois,"$150,000 and over",55,Female,Employed - at work,Full time,0,505,545,40,575,0
2.01E+13,Massachusetts,"$150,000 and over",50,Male,Employed - at work,Full time,600,195,195,0,540,0
2.01E+13,Illinois,"$15,000 to $19,999",50,Male,Employed - at work,Full time,230,430,430,0,480,0
2.01E+13,Minnesota,"$50,000 to $59,999",64,Male,Employed - at work,Part time,505,295,295,0,550,0
2.01E+13,California,"$100,000 to $149,999",59,Male,Employed - at work,Full time,470,60,60,0,565,0
2.01E+13,Pennsylvania,"$60,000 to $74,999",57,Male,Employed - at work,Full time,535,194,194,0,460,0
2.01E+13,Indiana,"$75,000 to $99,999",25,Male,Employed - at work,Part time,15,300,300,0,645,120
2.01E+13,California,"$20,000 to $24,999",50,Female,Employed - at work,Full time,615,190,190,0,445,0
2.01E+13,Washington,"$150,000 and over",58,Female,Employed - at work,Full time,0,90,90,0,600,0
2.01E+13,Texas,"$50,000 to $59,999",18,Male,Employed - at work,Part time,0,585,585,0,675,0
2.01E+13,Illinois,"$30,000 to $34,999",54,Female,Employed - at work,Full time,435,110,110,0,525,0
2.01E+13,Kentucky,"$100,000 to $149,999",52,Female,Employed - absent,Full time,0,610,610,0,470,0
2.01E+13,Florida,"$75,000 to $99,999",55,Male,Employed - at work,Full time,470,120,120,0,585,0
2.01E+13,Virginia,"$60,000 to $74,999",32,Female,Employed - at work,Full time,585,90,90,0,500,180
2.01E+13,Ohio,"$100,000 to $149,999",60,Male,Employed - at work,Full time,0,553,648,95,585,0
2.01E+13,Michigan,"$50,000 to $59,999",54,Female,Employed - at work,Full time,455,85,115,30,570,0
2.01E+13,Maine,"$35,000 to $39,999",62,Female,Employed - at work,Part time,0,725,725,0,600,0
2.01E+13,Tennessee,"$30,000 to $34,999",51,Female,Employed - at work,Full time,465,225,225,0,570,0
2.01E+13,Virginia,"$100,000 to $149,999",56,Male,Employed - at work,Full time,657,90,90,0,470,0
2.01E+13,Missouri,"$7,500 to $9,999",54,Female,Employed - at work,Part time,470,25,25,0,540,0
2.01E+13,California,"$75,000 to $99,999",54,Male,Employed - at work,Full time,750,75,75,0,450,0
2.01E+13,Utah,"$100,000 to $149,999",54,Female,Employed - at work,Part time,378,298,298,0,405,0
2.01E+13,New Jersey,"$35,000 to $39,999",72,Female,Employed - at work,Part time,385,160,160,0,640,0
2.01E+13,Texas,"$15,000 to $19,999",59,Male,Employed - at work,Full time,0,155,155,0,855,0
2.01E+13,North Carolina,"$75,000 to $99,999",80,Male,Employed - at work,Part time,0,315,525,210,510,0
2.01E+13,Missouri,"$100,000 to $149,999",58,Female,Employed - at work,Full time,0,205,205,0,557,0
2.01E+13,Maryland,"$40,000 to $49,999",51,Female,Employed - at work,Full time,0,440,440,0,558,0
2.01E+13,Missouri,"$60,000 to $74,999",62,Male,Employed - at work,Full time,0,175,175,0,435,0
2.01E+13,Pennsylvania,"$100,000 to $149,999",57,Male,Employed - at work,Full time,813,60,115,55,375,0
2.01E+13,New Jersey,"$60,000 to $74,999",50,Female,Employed - at work,Full time,405,15,15,0,765,0
2.01E+13,Florida,"$40,000 to $49,999",55,Female,Employed - at work,Full time,0,270,270,0,615,0
2.01E+13,Virginia,"$100,000 to $149,999",52,Female,Employed - at work,Full time,475,210,270,60,570,0
2.01E+13,Washington,"$40,000 to $49,999",59,Female,Employed - at work,Full time,435,182,182,0,500,0
2.01E+13,Minnesota,"$12,500 to $14,999",21,Female,Employed - at work,Part time,285,180,180,0,555,225
2.01E+13,Pennsylvania,"$35,000 to $39,999",27,Female,Employed - at work,Full time,0,435,675,240,420,0
2.01E+13,Oklahoma,"$12,500 to $14,999",50,Male,Employed - at work,Full time,0,295,295,0,630,0
2.01E+13,Maryland,"$60,000 to $74,999",60,Male,Employed - at work,Part time,275,55,55,0,435,0
2.01E+13,Colorado,"$150,000 and over",58,Male,Employed - at work,Full time,200,60,60,0,520,0
2.01E+13,Iowa,"$15,000 to $19,999",20,Female,Employed - at work,Part time,487,58,58,0,505,210
2.01E+13,New Jersey,"$50,000 to $59,999",56,Female,Employed - at work,Full time,330,212,212,0,662,0
2.01E+13,Minnesota,"$40,000 to $49,999",73,Female,Employed - at work,Part time,0,60,60,0,1020,0
2.01E+13,Oregon,"$20,000 to $24,999",53,Female,Employed - at work,Full time,470,145,145,0,631,0
2.01E+13,Massachusetts,"$75,000 to $99,999",56,Male,Employed - at work,Full time,120,402,472,70,510,0
2.01E+13,Ohio,"$40,000 to $49,999",65,Male,Employed - at work,Part time,293,168,168,0,540,0
2.01E+13,Wisconsin,"$150,000 and over",67,Male,Employed - at work,Full time,852,30,30,0,498,0
2.01E+13,Illinois,"$40,000 to $49,999",59,Female,Employed - at work,Full time,468,240,240,0,385,0
2.01E+13,Minnesota,"$75,000 to $99,999",63,Female,Employed - at work,Full time,650,150,150,0,420,0
2.01E+13,California,"$25,000 to $29,999",53,Male,Employed - at work,Full time,660,180,180,0,525,0
2.01E+13,Michigan,"$60,000 to $74,999",62,Female,Employed - at work,Full time,645,10,10,0,545,0
2.01E+13,Pennsylvania,"$30,000 to $34,999",64,Female,Employed - at work,Part time,0,20,20,0,726,0
2.01E+13,California,"$60,000 to $74,999",55,Female,Employed - at work,Part time,359,135,135,0,524,0
2.01E+13,Tennessee,"$15,000 to $19,999",19,Female,Employed - at work,Full time,0,250,250,0,518,55
2.01E+13,Florida,"$40,000 to $49,999",80,Female,Employed - at work,Part time,170,280,280,0,920,0
2.01E+13,Tennessee,"$35,000 to $39,999",50,Female,Employed - at work,Full time,550,0,0,0,710,0
2.01E+13,North Carolina,"$40,000 to $49,999",62,Female,Employed - at work,Full time,530,110,110,0,480,0
2.01E+13,Florida,"$75,000 to $99,999",55,Male,Employed - at work,Full time,360,90,90,0,575,0
2.01E+13,Nevada,"$75,000 to $99,999",52,Male,Employed - at work,Full time,668,145,145,0,485,0
2.01E+13,New Hampshire,"$75,000 to $99,999",60,Male,Employed - at work,Full time,670,75,75,0,485,0
2.01E+13,New York,"$60,000 to $74,999",63,Male,Employed - at work,Full time,390,325,325,0,560,0
2.01E+13,Wisconsin,"$5,000 to $7,499",22,Female,Employed - at work,Part time,0,375,585,210,540,0
2.01E+13,Minnesota,"$150,000 and over",50,Female,Employed - at work,Part time,0,270,270,0,1125,0
2.01E+13,New York,"$40,000 to $49,999",62,Female,Employed - at work,Full time,240,20,20,0,550,0
2.01E+13,Wyoming,"$100,000 to $149,999",71,Female,Employed - at work,Part time,0,0,0,0,645,0
2.01E+13,Texas,"$100,000 to $149,999",77,Female,Employed - at work,Part time,0,345,345,0,670,0
2.01E+13,New York,"$20,000 to $24,999",62,Male,Employed - at work,Full time,0,574,574,0,595,0
2.01E+13,Maine,"$100,000 to $149,999",52,Male,Employed - at work,Full time,0,435,435,0,510,0
2.01E+13,Texas,"$15,000 to $19,999",56,Female,Employed - at work,Part time,60,551,551,0,580,0
2.01E+13,New Mexico,"$100,000 to $149,999",56,Male,Employed - at work,Full time,0,30,340,310,593,0
2.01E+13,South Carolina,"$30,000 to $34,999",63,Male,Employed - at work,Full time,445,120,120,0,540,0
2.01E+13,Arkansas,"$100,000 to $149,999",61,Female,Employed - at work,Full time,0,300,300,0,555,0
2.01E+13,Pennsylvania,"$20,000 to $24,999",62,Male,Employed - at work,Part time,218,478,478,0,600,0
2.01E+13,Minnesota,"$40,000 to $49,999",53,Male,Employed - at work,Part time,0,540,540,0,660,0
2.01E+13,Wisconsin,"$75,000 to $99,999",60,Female,Employed - at work,Full time,487,126,126,0,570,0
2.01E+13,New Jersey,"$40,000 to $49,999",52,Male,Employed - at work,Full time,0,730,730,0,630,0
2.01E+13,Kansas,"$150,000 and over",59,Male,Employed - at work,Full time,0,760,760,0,510,0
2.01E+13,California,"$150,000 and over",58,Male,Employed - at work,Full time,585,95,95,0,535,0
2.01E+13,Maine,"$75,000 to $99,999",55,Male,Employed - at work,Full time,0,385,385,0,525,0
2.01E+13,Ohio,"$60,000 to $74,999",66,Female,Employed - at work,Full time,0,435,435,0,570,0
2.01E+13,Kentucky,"$40,000 to $49,999",68,Female,Employed - at work,Full time,0,130,130,0,540,0
2.01E+13,New York,"$150,000 and over",59,Female,Employed - at work,Full time,435,15,15,0,675,0
2.01E+13,Colorado,"$40,000 to $49,999",50,Male,Employed - at work,Full time,674,132,132,0,448,0
2.01E+13,Texas,"$25,000 to $29,999",51,Male,Employed - at work,Full time,0,890,890,0,540,0
2.01E+13,Pennsylvania,"$60,000 to $74,999",57,Male,Employed - at work,Full time,0,360,480,120,695,0
2.01E+13,Georgia,"$60,000 to $74,999",54,Male,Employed - at work,Full time,0,380,435,55,450,0
2.01E+13,Florida,"$150,000 and over",55,Male,Employed - at work,Full time,655,150,180,30,410,0
2.01E+13,South Carolina,"$35,000 to $39,999",65,Female,Employed - at work,Part time,30,530,530,0,564,0
2.01E+13,Illinois,"$100,000 to $149,999",51,Female,Employed - at work,Full time,470,40,235,195,485,0
2.01E+13,New Jersey,"$150,000 and over",54,Female,Employed - at work,Full time,330,0,0,0,520,0
2.01E+13,Washington,"$30,000 to $34,999",55,Female,Employed - at work,Full time,970,0,0,0,450,0
2.01E+13,Iowa,"$25,000 to $29,999",68,Male,Employed - at work,Part time,375,440,440,0,540,0
2.01E+13,Virginia,"$60,000 to $74,999",51,Female,Employed - at work,Full time,328,260,260,0,480,0
2.01E+13,Massachusetts,"$60,000 to $74,999",56,Female,Employed - at work,Part time,0,220,220,0,570,0
2.01E+13,California,"$100,000 to $149,999",52,Female,Employed - at work,Full time,0,510,510,0,505,0
2.01E+13,New York,"$20,000 to $24,999",68,Female,Employed - at work,Full time,444,265,265,0,450,0
2.01E+13,Indiana,"$60,000 to $74,999",71,Male,Employed - at work,Full time,415,165,285,120,570,0
2.01E+13,Colorado,"$100,000 to $149,999",60,Female,Employed - at work,Full time,15,225,225,0,585,0
2.01E+13,Georgia,"$20,000 to $24,999",23,Female,Employed - at work,Full time,375,15,75,60,435,410
2.01E+13,Washington,"$25,000 to $29,999",65,Male,Employed - at work,Part time,15,665,665,0,540,0
2.01E+13,Illinois,"$150,000 and over",79,Male,Employed - at work,Part time,245,250,250,0,519,0
2.01E+13,Virginia,"$75,000 to $99,999",72,Male,Employed - at work,Part time,298,375,375,0,485,0
2.01E+13,Wisconsin,"$60,000 to $74,999",50,Female,Employed - at work,Full time,499,163,163,0,570,0
2.01E+13,California,"$100,000 to $149,999",64,Male,Employed - at work,Full time,595,120,140,20,525,0
2.01E+13,Colorado,"$20,000 to $24,999",55,Male,Employed - at work,Full time,740,140,140,0,460,0
2.01E+13,Wisconsin,"$50,000 to $59,999",60,Female,Employed - at work,Full time,470,100,100,0,510,0
2.01E+13,Maryland,"$75,000 to $99,999",56,Male,Employed - at work,Full time,465,100,100,0,640,0
2.01E+13,Missouri,"$60,000 to $74,999",77,Male,Employed - at work,Part time,565,218,218,0,505,0
2.01E+13,Florida,"$60,000 to $74,999",52,Male,Employed - at work,Full time,450,205,205,0,510,0
2.01E+13,Ohio,"$60,000 to $74,999",57,Male,Employed - at work,Full time,660,35,35,0,535,0
2.01E+13,California,"$75,000 to $99,999",50,Female,Employed - at work,Full time,470,165,165,0,600,0
2.01E+13,Illinois,"$40,000 to $49,999",65,Female,Employed - at work,Part time,314,150,150,0,590,0
2.01E+13,Georgia,"$75,000 to $99,999",62,Male,Employed - at work,Full time,374,330,330,0,570,0
2.01E+13,Arizona,"$7,500 to $9,999",53,Male,Employed - at work,Full time,0,240,240,0,610,0
2.01E+13,New York,"$50,000 to $59,999",35,Male,Employed - at work,Full time,0,414,499,85,420,205
2.01E+13,California,"$100,000 to $149,999",49,Female,Employed - at work,Full time,600,50,70,20,370,120
2.01E+13,New York,"$60,000 to $74,999",59,Female,Employed - at work,Part time,450,213,213,0,480,0
2.01E+13,Missouri,"$40,000 to $49,999",74,Female,Employed - at work,Part time,0,465,465,0,558,0
2.01E+13,California,"$100,000 to $149,999",59,Female,Employed - at work,Part time,0,545,605,60,660,0
2.01E+13,Louisiana,"$50,000 to $59,999",57,Male,Employed - at work,Full time,75,397,397,0,465,0
2.01E+13,Florida,"$60,000 to $74,999",63,Male,Employed - at work,Part time,0,620,620,0,480,0
2.01E+13,Michigan,"$50,000 to $59,999",55,Female,Employed - at work,Full time,0,420,420,0,340,60
2.01E+13,Texas,"$100,000 to $149,999",80,Female,Employed - at work,Part time,0,335,335,0,705,0
2.01E+13,Arkansas,"$40,000 to $49,999",73,Female,Employed - at work,Full time,398,206,206,0,598,0
2.01E+13,Georgia,"$35,000 to $39,999",60,Male,Employed - at work,Full time,872,100,100,0,365,0
2.01E+13,Alabama,"$15,000 to $19,999",51,Male,Employed - at work,Full time,480,180,180,0,545,0
2.01E+13,New York,"$60,000 to $74,999",56,Male,Employed - at work,Full time,0,274,274,0,1051,0
2.01E+13,Alabama,"$25,000 to $29,999",60,Female,Employed - at work,Full time,0,810,810,0,510,0
2.01E+13,Texas,"$15,000 to $19,999",53,Male,Employed - at work,Full time,870,50,50,0,490,0
2.01E+13,Florida,"$15,000 to $19,999",50,Male,Employed - at work,Part time,155,490,490,0,695,0
2.01E+13,Maryland,"$60,000 to $74,999",62,Male,Employed - at work,Full time,0,630,630,0,420,0
2.01E+13,Arizona,"$5,000 to $7,499",54,Female,Employed - at work,Full time,0,295,295,0,600,0
2.01E+13,Florida,"$60,000 to $74,999",51,Female,Employed - at work,Full time,0,114,114,0,705,0
2.01E+13,Mississippi,"$35,000 to $39,999",50,Female,Employed - at work,Part time,0,640,640,0,685,0
2.01E+13,Alabama,"$100,000 to $149,999",51,Male,Employed - at work,Full time,705,85,85,0,480,0
2.01E+13,California,"$10,000 to $12,499",63,Female,Employed - at work,Part time,0,418,418,0,735,0
2.01E+13,Indiana,"$20,000 to $24,999",65,Male,Employed - at work,Full time,0,577,712,135,620,0
2.01E+13,Wisconsin,"$60,000 to $74,999",24,Female,Employed - at work,Full time,580,120,120,0,520,0
2.01E+13,Illinois,"$10,000 to $12,499",54,Female,Employed - at work,Part time,0,520,520,0,565,0
2.01E+13,Florida,"$10,000 to $12,499",57,Male,Employed - at work,Part time,0,450,600,150,480,0
2.01E+13,New Jersey,"$40,000 to $49,999",54,Male,Employed - at work,Full time,0,237,237,0,510,0
2.01E+13,North Carolina,"$30,000 to $34,999",56,Female,Employed - at work,Full time,625,0,0,0,805,0
2.01E+13,Iowa,"$60,000 to $74,999",51,Female,Employed - at work,Full time,475,330,330,0,385,0
2.01E+13,Georgia,"$100,000 to $149,999",52,Male,Employed - at work,Full time,0,135,135,0,630,0
2.01E+13,West Virginia,"$12,500 to $14,999",52,Male,Employed - at work,Full time,240,120,120,0,390,0
2.01E+13,Massachusetts,"$40,000 to $49,999",68,Female,Employed - at work,Part time,220,195,225,30,555,0
2.01E+13,Louisiana,"$35,000 to $39,999",59,Male,Employed - at work,Full time,450,160,320,160,495,0
2.01E+13,Virginia,"$50,000 to $59,999",55,Male,Employed - at work,Full time,615,165,165,0,510,0
2.01E+13,Michigan,"$150,000 and over",62,Female,Employed - at work,Full time,530,120,180,60,523,0
2.01E+13,Virginia,"$100,000 to $149,999",67,Male,Employed - at work,Full time,235,450,510,60,435,0
2.01E+13,Virginia,"$150,000 and over",62,Female,Employed - at work,Full time,590,160,160,0,440,0
2.01E+13,Tennessee,"$10,000 to $12,499",75,Female,Employed - at work,Part time,315,488,488,0,482,0
2.01E+13,Oklahoma,"$40,000 to $49,999",60,Female,Employed - at work,Full time,210,540,540,0,540,0
2.01E+13,Arkansas,"$75,000 to $99,999",52,Male,Employed - at work,Full time,505,45,45,0,600,0
2.01E+13,Illinois,"$35,000 to $39,999",61,Female,Employed - at work,Full time,0,150,150,0,643,0
2.01E+13,Minnesota,"$150,000 and over",53,Female,Employed - at work,Part time,665,90,90,0,515,0
2.01E+13,Indiana,"$100,000 to $149,999",57,Male,Employed - at work,Full time,575,195,290,95,475,0
2.01E+13,Texas,"$150,000 and over",65,Female,Employed - at work,Part time,290,90,90,0,595,0
2.01E+13,Texas,"$60,000 to $74,999",58,Female,Employed - at work,Part time,60,565,565,0,480,0
2.01E+13,California,"$75,000 to $99,999",23,Female,Employed - at work,Part time,0,0,0,0,720,450
2.01E+13,Massachusetts,"$150,000 and over",52,Male,Employed - at work,Full time,0,565,685,120,570,0
2.01E+13,Illinois,"$15,000 to $19,999",52,Male,Employed - at work,Full time,0,370,370,0,635,0
2.01E+13,Florida,"$35,000 to $39,999",77,Male,Employed - at work,Full time,475,60,120,60,615,0
2.01E+13,North Carolina,"$100,000 to $149,999",71,Female,Employed - at work,Part time,25,190,220,30,600,0
2.01E+13,Mississippi,"$30,000 to $34,999",50,Female,Employed - at work,Full time,0,240,240,0,835,0
2.01E+13,Pennsylvania,"$20,000 to $24,999",75,Female,Employed - at work,Part time,0,300,300,0,510,0
2.01E+13,California,"$50,000 to $59,999",23,Female,Employed - at work,Full time,285,185,185,0,660,90
2.01E+13,Iowa,"$100,000 to $149,999",56,Female,Employed - at work,Full time,555,80,140,60,560,0
2.01E+13,Connecticut,"$150,000 and over",58,Male,Employed - at work,Full time,780,135,135,0,405,0
2.01E+13,Ohio,"$50,000 to $59,999",59,Female,Employed - at work,Full time,0,590,590,0,750,0
2.01E+13,Florida,"$100,000 to $149,999",66,Female,Employed - at work,Full time,420,240,240,0,600,0
2.01E+13,South Carolina,"$100,000 to $149,999",54,Male,Employed - at work,Full time,0,305,305,0,590,0
2.01E+13,Pennsylvania,"$25,000 to $29,999",51,Female,Employed - at work,Part time,423,194,194,0,496,0
2.01E+13,Tennessee,"$40,000 to $49,999",59,Female,Employed - at work,Full time,555,140,140,0,525,0
2.01E+13,New York,"$40,000 to $49,999",62,Female,Employed - at work,Part time,0,115,115,0,525,0
2.01E+13,New York,"$100,000 to $149,999",52,Female,Employed - at work,Full time,0,330,330,0,780,0
2.01E+13,California,"$20,000 to $24,999",85,Female,Employed - at work,Full time,457,202,262,60,495,0
2.01E+13,California,"$60,000 to $74,999",59,Male,Employed - at work,Full time,0,650,650,0,520,0
2.01E+13,Ohio,"Less than $5,000",53,Female,Employed - at work,Full time,0,330,330,0,690,0
2.01E+13,Florida,"$40,000 to $49,999",66,Female,Employed - at work,Full time,575,120,120,0,630,0
2.01E+13,New York,"$150,000 and over",77,Male,Employed - at work,Full time,0,448,448,0,510,0
2.01E+13,California,"$150,000 and over",21,Male,Employed - at work,Part time,30,413,413,0,615,65
2.01E+13,Virginia,"$15,000 to $19,999",64,Female,Employed - at work,Part time,505,285,285,0,430,0
2.01E+13,Texas,"$100,000 to $149,999",52,Female,Employed - at work,Full time,455,200,200,0,468,0
2.01E+13,New York,"$100,000 to $149,999",56,Female,Employed - at work,Full time,0,825,825,0,480,0
2.01E+13,New York,"$100,000 to $149,999",56,Female,Employed - at work,Full time,488,45,45,0,570,0
2.01E+13,Oklahoma,"$60,000 to $74,999",50,Male,Employed - at work,Full time,0,390,390,0,490,0
2.01E+13,California,"$50,000 to $59,999",50,Male,Employed - at work,Full time,0,740,740,0,510,0
2.01E+13,Georgia,"$25,000 to $29,999",67,Female,Employed - at work,Part time,0,465,485,20,570,0
2.01E+13,Pennsylvania,"$60,000 to $74,999",67,Male,Employed - at work,Full time,570,150,150,0,570,0
2.01E+13,Alabama,"$25,000 to $29,999",55,Female,Employed - at work,Full time,0,198,238,40,754,0
2.01E+13,Connecticut,"Less than $5,000",64,Male,Employed - at work,Full time,10,705,705,0,420,0
2.01E+13,Maryland,"$60,000 to $74,999",51,Female,Employed - at work,Full time,559,185,185,0,425,0
2.01E+13,Pennsylvania,"$25,000 to $29,999",60,Male,Employed - at work,Full time,0,980,980,0,325,0
2.01E+13,Virginia,"$100,000 to $149,999",52,Male,Employed - at work,Part time,0,438,558,120,540,0
2.01E+13,Georgia,"$25,000 to $29,999",52,Male,Employed - at work,Full time,491,259,259,0,483,0
2.01E+13,Missouri,"$20,000 to $24,999",67,Male,Employed - at work,Full time,409,280,280,0,555,0
2.01E+13,Utah,"$100,000 to $149,999",59,Male,Employed - at work,Full time,60,0,0,0,390,0
2.01E+13,Georgia,"$40,000 to $49,999",26,Female,Employed - at work,Full time,0,75,270,195,565,0
2.01E+13,Iowa,"$100,000 to $149,999",62,Male,Employed - at work,Full time,816,171,171,0,360,0
2.01E+13,Maryland,"$60,000 to $74,999",63,Male,Employed - at work,Full time,270,500,500,0,425,0
2.01E+13,Michigan,"$40,000 to $49,999",65,Female,Employed - at work,Full time,427,164,164,0,458,0
2.01E+13,Minnesota,"$100,000 to $149,999",64,Male,Employed - at work,Full time,672,90,90,0,465,0
2.01E+13,California,"$100,000 to $149,999",57,Male,Employed - at work,Part time,400,300,380,80,400,0
2.01E+13,Florida,"$40,000 to $49,999",20,Male,Employed - at work,Part time,90,20,545,525,505,0
2.01E+13,Wisconsin,"$50,000 to $59,999",63,Female,Employed - at work,Part time,485,345,345,0,375,0
2.01E+13,New Jersey,"$60,000 to $74,999",54,Male,Employed - at work,Full time,0,300,300,0,510,0
2.01E+13,Maryland,"$35,000 to $39,999",52,Male,Employed - at work,Full time,5,389,389,0,720,0
2.01E+13,New Jersey,"$100,000 to $149,999",54,Female,Employed - at work,Full time,700,105,105,0,555,0
2.01E+13,Massachusetts,"$50,000 to $59,999",54,Male,Employed - at work,Full time,0,615,615,0,540,0
2.01E+13,New York,"$100,000 to $149,999",60,Male,Employed - at work,Full time,640,395,395,0,360,0
2.01E+13,Illinois,"$5,000 to $7,499",68,Female,Employed - at work,Part time,0,300,300,0,640,0
2.01E+13,Michigan,"$100,000 to $149,999",61,Male,Employed - at work,Full time,590,135,135,0,495,0
2.01E+13,Florida,"$60,000 to $74,999",60,Female,Employed - at work,Part time,322,5,5,0,510,0
2.01E+13,California,"$150,000 and over",61,Male,Employed - at work,Part time,589,263,263,0,387,0
2.01E+13,Tennessee,"$12,500 to $14,999",57,Female,Employed - at work,Full time,575,90,90,0,570,0
2.01E+13,Florida,"$40,000 to $49,999",60,Male,Employed - at work,Full time,685,15,15,0,545,0
2.01E+13,California,"$40,000 to $49,999",52,Female,Employed - at work,Part time,0,270,360,90,650,0
2.01E+13,Virginia,"$20,000 to $24,999",32,Male,Employed - at work,Full time,120,308,308,0,570,0
2.01E+13,California,"$50,000 to $59,999",52,Female,Employed - at work,Part time,395,191,191,0,480,0
2.01E+13,Pennsylvania,"$50,000 to $59,999",59,Male,Employed - at work,Full time,0,315,315,0,750,0
2.01E+13,New York,"$60,000 to $74,999",56,Male,Employed - at work,Full time,0,445,445,0,360,0
2.01E+13,Pennsylvania,"$35,000 to $39,999",50,Male,Employed - at work,Full time,770,70,70,0,450,0
2.01E+13,Tennessee,"$60,000 to $74,999",66,Female,Employed - at work,Full time,765,195,195,0,450,0
2.01E+13,Utah,"$60,000 to $74,999",80,Female,Employed - at work,Part time,0,573,573,0,733,0
2.01E+13,California,"$75,000 to $99,999",58,Female,Employed - at work,Full time,480,115,115,0,540,0
2.01E+13,Georgia,"$100,000 to $149,999",65,Male,Employed - at work,Full time,429,240,240,0,510,0
2.01E+13,Iowa,"$20,000 to $24,999",27,Male,Employed - at work,Full time,600,0,0,0,647,0
2.01E+13,Wyoming,"$150,000 and over",73,Male,Employed - at work,Part time,293,315,360,45,533,0
2.01E+13,Maine,"$50,000 to $59,999",51,Male,Employed - at work,Full time,60,300,480,180,570,0
2.01E+13,Texas,"$75,000 to $99,999",61,Female,Employed - at work,Full time,660,105,190,85,480,0
2.01E+13,Indiana,"$35,000 to $39,999",68,Male,Employed - at work,Part time,0,240,420,180,630,0
2.01E+13,Missouri,"$35,000 to $39,999",53,Female,Employed - at work,Full time,0,350,360,10,523,0
2.01E+13,New Jersey,"$75,000 to $99,999",71,Female,Employed - at work,Full time,412,180,180,0,525,0
